,text,sentiment,pred
10,@cem_oezdemir Selbst hiermit wird noch Wahlkampf gemacht. Schämen Sie sich. Und außerdem hat doch Rot/Grün 2001 die Bundeswehr nach Afghanistan geschickt.,1,1
11,"@Frank41856301 @____Jeannette @Karl_Lauterbach haben, definitiv eine sehr schlechte bis gar keine Immunantwort entwickelt haben. Warum soll dann die 3. Impfung wirken? Gründe können auch Immunsuppressiva etc. sein. Klar kann man testen, in der Masse wieder kompliziert...",2,1
12,"@KoheletDP @Gitte05884096 @Karl_Lauterbach Doch, die Wahl hat man. Das bedeutet nicht, dass einem die Alternativen besser gefallen müssen.",1,2
13,"@PaulZiemiak Ich hoffe, die Verhandlungen werden nicht so „knallhart“ geführt wie damals bei der Mehrwertsteuererhöhung, der größten Steuererhöhung seit 1949‼️ Da war die Union auch ein totaler Gegner jeglicher Erhöhung. Deswegen: Merz‼️",1,1
14,"@jxn_cry @bayernrocker @grassdackel32 @lotter_philipp @spdde @hhoeppe @danielreitzig Mein Jung, Frage. Was denkst du, warum haben wir (von 14% ausgehend) 20% verloren?",1,2
15,"@spdde @OlafScholz @BILD Ich nehme an, das passt zum Interview:  https://t.co/FGwqr5ZV3Z",2,2
16,"@DrPuerner @Karl_Lauterbach Karl Lauterbach hat Recht, fertig!",2,0
17,"@Karl_Lauterbach @florianklenk @feldman_gil Jetzt bleibt nur zu hoffen, dass die Impfung auch nach der zweiten dosis gut wirkt. In 2 wohnen sollten wir schlauer sein",2,0
18,@b_riexinger Es Berndche will die wütenden Massen der verelendeten Lohnabhängigen anführen. Dafür hat die Mammy ihm extra ein gut gestärktes Unterhemdchen angezogen. Dann kann es richtig Dampf machen.,1,2
19,"@Doener @Die_Gruenen Mit Verlaub, aber die wenigsten machen Briefwahl aus Bequemlichkeit. Die große Mehrheit sind immer noch ältere &amp; weniger mobile Menschen.",2,2
20,@Bethang_KN @GeorgDiez1 @ArminLaschet @CDU @welt Dann ist der Beitrag entweder redundant oder schlecht plaziert. Die Kritik von Georg ging ja nicht gegen die Welt sondern zielte nur auf miserable politische Kommunikation von Laschet.,1,1
21,"@TimoBzk @er_folk @cem_oezdemir @CSU @fdp Wasserstoff, die Infrastruktur und die Autos werden doch auch subventioniert. Es will nur niemand grauen Wasserstoff für 9,50€/kg tanken. Oder 77.000€ für einen Hyundai Nexo ausgeben, wenn es jetzt VW ID.4 oder bald auch das Model Y gibt.",2,2
22,@Dianaownz100 @DanielB2919 @Thomas_Bareiss @CDU @cducsubt @CDU_BW @PresseAugsburg Vergleich einfach immer Deutsch.  Alles andere ist Quatsch.,1,1
23,@ArminLaschet Laschet ist als CDU-Parteivorsitzender peinlich. Ein neuer Parteivorsitzender der CDU muss gewählt werden. Laschet soll sofort zurücktreten!  @CDU @CDUNRW_de @csu_lt @ArminLaschet @CSU @csu_bt @CDUNRW_de @CDU_CSU_EP @Wirtschaftsrat @CDU_BW @cdu_hessen @cdurlp @welt @FAZ_Politik,1,1
24,@_FriedrichMerz Während die darüber deutlich weniger dazu beitragen und eher in spekulative Anlageformen investieren und kaum Mehrwert für die Realwirtschaft generieren,2,2
25,"@Markus__Lanz @Wissing Ach Herr Lanz, statt Weigel als bürgerliches Gesicht die Bühne zu bieten, würde ich mal eine Sendung allein zu rechten Vernetzungen, Umtrieben und Arbeitsteilungen anregen: die zweite große Gefahr in Deutschland.",1,1
26,"@derbusfahrer96 @KuehniKev @Karl_Lauterbach Geht nicht, er ist noch weiblich..",2,1
27,"@Karl_Lauterbach 3 DENKFEHLER 1 Der Bewegungsradius eines Kleinkinds ist minimal. Der 1. Fall war eine andere Person, die nicht getestet wurde. 2 Warum wurde der PCR-Test gemacht? 3 Kausalität der Übertragung ist nicht bewiesen.",2,2
28,@spdde @spdbt   Habt ihr bei Olaf Mal Fieber gemessen?,2,2
29,"@WspManfred @Markus_Soeder @CSU @andreasscheuer @DoroBaer @SilberhornMdB @DaniLudwigMdB @BerndFabritius Tja dazu wird nichts gesagt und kräftig mit Scheuer abgelenkt. Millionen werden beklagt, wenns um Milliarden geht ist die Kritikfähigkeit der Ampelfreunde überfordert",1,1
30,"Das EINZIGE was diese Frau* kann, ist es rechtmäßig gewählten Ministerpräsidenten aus Thüringen, den Blumenstrauß vor die Füße zu schmeißen 🤣🤣🤣😂😂 @dieLinke @fdp @SusanneHennig @AfD 💙 #Politikversagen @cducsubt  https://t.co/PfZj6mjLR2",1,1
31,@GustavAHorn @CDU @nurdiespd Und #ohnefdp oder?,2,2
32,@berlinerzeitung @Ricarda_Lang @diegruenen Ex Studentin= gar keine Qualifikationen!,2,1
33,@ThomasPietsch6 @Karl_Lauterbach Was passiert denn dann? 😨,2,2
34,Corona in Offenbach: Viele Kinder infiziert - Kitas wieder in Notbetreuung #CoronaVirusDE #COVID19 #Corona @Karl_Lauterbach @RegSprecher @RegBerlin #b117 #Kitaszu #Kitas #twlz #BildungAberSicher #Schulen @SenBJF @spdde @CDU  @gew_bund @Leopoldina   https://t.co/7M55scQkAZ,1,1
35,@RAinDiercks @Stina2312 @spdde @fdp @Die_Gruenen @CDU @CSU @c_lindner reicht das bisherige Versagen nicht. Wir brauchen erst ein eigenes Bergamo. Die Grundlage dafür wurde gestern geschaffen. #Egalwelle,1,1
36,"@TKNO13 @emilthedk @cem_oezdemir Keine der Demos hat für einen signifikanten Anstieg der Infektionen gesorgt. Nach einem Jahr Pandemie weiß man immer noch nicht, wie hoch die Gefahr einer Übertragung im Freien ist.",2,2
37,@Viva_la_vita_0 @OlafScholz Es wird keinen Distanzunterricht geben. Die heilige Kuh Präsenz ist wichtiger als Kinderleben,1,2
38,"""Es gibt kein richtiges Leben im falschen."" Was sind das für Zeiten, in denen nun schon Fraktionsvorsitzende der #Union den Kapitalismuskritiker #Adorno zitieren? @rbrinkhaus #Bundestag #Regierungserklärung",2,1
39,"@_danielheim @OlafScholz @fdp @Die_Gruenen @spdde @neos_eu Ich vermisse Dänemark und Schweden in der Liste. Und ich zahle lieber ein paar mehr Steuern und andere solidarische Abgaben, wenn der Staat dafür eine gescheite Absicherung fürs Gemeinwohl schafft.",1,1
40,"Herr MP @ArminLaschet sie glauben, sie müssen sich nicht belehren lassen? Genau das ist allerdings die Kernkompetenz einer guten Führungskraft, sie hört zu, sie ist offen für Ratschläge, sie lernt dazu.  Ich bin entsetzt über ihren Auftritt bei Markus Lanz.",1,1
41,"@LuisHanemann @SchuermannChris @spdberlin @spdde @Die_Gruenen @dieLinke Das war ein Verlustgeschäft, da gibt es nix schön zu reden. Und #R2G seinem Gelaber treu bleiben will, werden die neu gekauften Wohnungen wohl weit unter Marktwert angeboten werden...Find ich ja OK. Soll ja jeder in der Hauptstadt an der Spree leben dürfen....",1,1
42,@Tino_Chrupalla Schwätzer.,1,1
43,@maklerpals @123buzios @Ralf_Stegner @dieLinke @Janine_Wissler @SusanneHennig @CDU Da sympathisiert mal wieder ein echter Faschist mit Massenmördern. #niewiederSozialismus  https://t.co/QqLVpsDOuq,1,1
44,"@MikkiKur @HeikoMaas @yairlapid @Gabi_Ashkenazi Apartheid? Du weisst doch nicht mal, was das überhaupt ist, Du Schmock!",1,1
45,"@Karl_Lauterbach Wenn 1 Lehrer 1 Covid hat, denkt er nicht über ihren Dreisatz nach, sondern liegt mit Fieber und Husten im Bett. Wenn er präsymptomatisch infektiös ist und Abstand hält, passiert was?",2,1
46,"@KonstantinKuhle Hoffe, Sie können lesen und diesen Text verstehen.  https://t.co/VYrI4hi9IX Wenn Sie ohne Not Werkzeuge zur Eindämmung der Pandemie verwerfen, klebt das Blut zukünftiger Verstorbener auch an Ihren Händen.",1,1
47,Das erklärt natürlich warum die @spdde den #Osten rot gemacht und die @CDU  viele Mandate verloren hat… #btw21 #laschet #cdu,1,2
48,"@oguenz @katjakipping Ich habe in ihrer Chronik gelesen und finde Pechvögel brauchen keine FFP2 Makse tragen und ""führt"" 🧔 zu mehr Gelassenheit.",2,1
49,"@CaroRackete @spdde @Die_Gruenen @LuetziBleibt Nur Kohleaustieg ist ja viel zu wenig. Die Welt, die Umwelt, die Natur, das Klima, alle braucht einen weltweiten(!) Ausstieg aus allen fossilen Brennstoffen, Nutzung und auch Förderung, bis 2025..",2,1
50,"@francalehfeldt @KonnyR17 @CDU @ArminLaschet @Markus_Soeder Tja, und da wird so ein Aufwand betrieben, während SuS nahezu ungeschützt mit bis zu 30 Personen in einem Raum hocken. Der Adel und der Pöbel...",1,1
51,@JanDarkNelle @Karl_Lauterbach Natürlich nicht!,2,2
52,@annachristmann @cem_oezdemir @gruenestuttgart ...die grünen sind leider auf dem holzweg...,1,2
53,"@JohannesNormann @JoanaCotar Was meinten Sie denn sonst mit ""einsetzen"", wenn nicht zwingen?",2,2
54,"Lieber @jensspahn Sie sind mit Sicherheit der unfähigste Gesundheitsminister in der Geschichte der BRD. Sie sorgen für eine Zweiklassengesellschaft. Den Mehraufwand der Pflegekräfte nur auf Kosten der #Kinderlosen zu reduzieren, ist eine Frechheit und Diskriminierend zugleich.",1,1
55,"Wenn die Führung @CDU u @csu: @_FriedrichMerz @Markus_Soeder @jensspahn @christophploss @ChristianHirte @TKuban96 so auf d gemeinsamen Kandidaten einprügelt u so seiner Position, den eigenen Parteien, den Koalitionsverhandlungen u auch 🇩🇪schadet, gehört sie direkt auch entlassen.",1,1
56,"@RalfJakob63 @johannesvogel @fdp So Autofeindlich, verbotsaktiv und engstirnig zu sein ...",1,1
57,@MBiadaczMdB @CDU @cducsubt Das entspricht meiner Meinung : Auf den Punkt gebracht. Übersetzung von Merkels  Neujahrsansprache :   https://t.co/Dl5NXzX6NP,0,0
58,"@jensspahn Bin ich froh, wenn Sie endlich weg sind, Herr Spahn. Wie kann man als Gesundheitsminister nur EIN Thema haben und dieses auch so katastrophal managen? Furchtbar.",1,1
59,@AfDimBundestag @Tino_Chrupalla @StBrandner Hier meine Frage:  Warum erwähnt die #rechtsradikale #AfD den #Gedenktag nicht?  #AfD #MahnmalderSchande im #Bundestag  https://t.co/wOg0PVPgde,1,1
60,@TopcuElmas @cem_oezdemir Wenn sie sich die billigen Lebensmittel bei Aldi nicht leisten können sollen sie doch im Biomarkt einkaufen. MfG  BÜNDNIS 90/DIE GRÜNEN,2,2
61,"@Markus_Soeder @Karl_Lauterbach Guten Abend. Bei all den fassungslos machenden,  rasanten Entwicklungen frage ich Sie,  warum wir nicht einen sofortigen,  vierwöchigen Lockdown machen können.  Es wäre auch ein Signal an die Pflegekräfte und Ärzte",1,1
62,"@UlrichSchneider @CDezze @fdp @dieLinke Tja, man redet eben überwiegend über, statt mit der Linken.",2,2
63,"@hpr012 @jensspahn @ArminLaschet Das machen viele Politiker:innen so. Einfach mal drauf achten, z.B. auch bei Lindner.",2,2
64,"Die @Die_Gruenen @GrueneLtRLP @GrueneBundestag wollen das gesamte Land mit Windkraftanlage zustellen, die SUV‘s auf den Straßen, Supermarktparkpkätzen, vor den Schulen aber werden immer mehr. Was stimmt da nicht @Die_Gruenen ? @spdrlp @cdurlp #Klimawandel",2,1
65,"@Afelia @DarthFloersche @OlafScholz muss die bild auf arbeit leuten verkaufen, und jedes mal aufs neue kommt mir die kotze hoch....",1,1
66,@HVolquardsen @CMDRArchadder @Herbert_Diess @POTUS @RegSprecher @ArminLaschet @EskenSaskia @NowaboFM @Joerg_Meuthen @Markus_Soeder @AndiScheuer @ABaerbock @c_lindner @katjakipping zuende schauen sollte man schon aber egal..,2,2
67,@DIF2000_ @MdbWendt @Martina13185583 @berlinliebich @moritzkoerner Hören Sie uns zu : @BMISprecher @BMI_Bund #Seehofer @CDU @cducsubt @CSU #GroKo @BMG_Bund @jensspahn @AuswaertigesAmt @HeikoMaas @RegSprecher #Seehofer @MdbWendt #LoveIsNotTourism,2,2
68,@MattheusBerg @PaulZiemiak @ArminLaschet @larsklingbeil Wer hat das Video bewusst gekürzt? #spdschmutzkampagne,2,1
69,@JakobRohrhirsch @HBraun Sehr unhöflich,1,1
70,"@Markus_Soeder @DoroBaer @CSU @andreasscheuer @DaniLudwigMdB @AndreaLindholz @hahnflo @anjaweisgerber @smuellermdb #Wuerzburg zeigt, Bayern ist auch ein Versagerstaat😱",1,0
71,@Karl_Lauterbach Macht sie aber nicht 😝,2,2
72,"@M4xPeen @cem_oezdemir @Die_Gruenen Boa, klasse gehetzt. Da werden sich aber ""besorrrkte Börrrger"" und die des Bundesnährstandes aber freuen!  https://t.co/SLmlUrVypJ",1,1
73,@Die_Gruenen Zeit wirds!,2,2
74,@Wolfgan16075383 @Karl_Lauterbach Keiner wir werden es nicht überleben.,1,1
75,"Die Vorlage für Bayern bzw. @Markus_Soeder , diesen Kotzbrocken.  https://t.co/0JHZqrUmF8",1,1
76,@FlyingHendo @FabiaanSc @PaulZiemiak Dann muß man es durch Enthaltung nicht akzeptieren,2,2
77,"@_FriedrichMerz Aha, Sie schauen sich das also an - etwa mit der gleichen Expertise, mit der Sie sich völlig unbedacht zur pandemischen Lage äußern?  https://t.co/ni9aTKhDYT",1,1
78,@my7voices @BottcherLydia @Karl_Lauterbach Neues aus HAVARD  Longcovid ist nicht schlimmer als Longinfluenza  https://t.co/8LoLz2NsDL,2,2
79,@KonstantinNotz Wahre Worte:  https://t.co/EqsRj06SRb,0,0
80,@MariaLudwigSch1 @madmaik09 @cem_oezdemir solche meine ich:  https://t.co/Hf8fWkRjZJ Sie kennen niemanden der Corona abstreitet? Dann beschäftigen sie sich mal mit den Querdenkern (die die Demos abhalten) - die betonen sogar das auch nazis und pädophile bei ihnen willkommen sind  https://t.co/VgFrvZglqL,1,1
81,"Weil wir Nazis im Land haben, kann es nicht sein das wir keine geflüchteten aufnehmen. Ich nehme lieber eine Million Flüchtlinge auf als nur einen Nazi! Dieses Pakt muss ausgewiesen werden alle zu @Alice_Weidel #AfD #Wuerzburg",1,1
82,@alvar_f @CyPunkBo @LittleDetritus @sigi714 @cccfr @anked @LilithWittmann @evawolfangel @lesmoureal @patrick_hennig Definiere lokal... Handy des Nutzers? Wie kommen die dann zum GA? Klartext? Über welche System? Wo und wie?,2,2
83,"@womawo @Ralf_Stegner Wer mit Maaßen so umgeht, kann für Konservative keine Option sein.",2,1
84,"@MarcoBuschmann Was ist das für ein Geschwurbel? Sie sind Minister und haben die Pflicht sich gegenüber dem Steuerzahler konkret zu erklären. Was heißt ""mehrfortschrittwagen""?",1,1
85,"@BMG_Bund @jensspahn @morgenmagazin Wenn Grundrechtsbeschränkungen nur für Geimpfte aufgehoben werden sollen, können es ja wohl keine Grundrechte sein. Und wenn Grundrechte keine Grundrechte (mehr) für alle sind, haben wir ein weitaus größeres Problem als Corona.  Faschismus beginnt im Kopf:  https://t.co/YvFIVzLT8x",1,1
86,"@Karl_Lauterbach Kleine Korrektur, UK stimmt, hinzu kommt Irland als EU-Land mit Woche 53 und 26,3% (also Woche 54 vermutlich 35%).  Die Daten findet Ihr hier unter Development:   https://t.co/DgAORdurgl",2,2
87,@DaniLudwigMdB Hehehe berauschen... 😉🤫 #DanielaLudweed  https://t.co/rkjhdkKjPB,2,0
88,@SusanneHennig @spdde @fdp @Die_Gruenen @dieLinke Ein Linker als Bundesratspräsident ist schlimmer als ein AfD Ministerpräsident in Thüringen,1,1
89,"@Markus_Soeder Setzen Sie sich bitte unbedingt auch für Offlabel Impfmöglichkeit U12 ein.  ASAP!  Es ist fatal, dass wir damit noch nicht offiziell loslegen können.",1,1
90,Jenser mach mich vakziniert jetz @jensspahn  https://t.co/kmA3S9Fd3a,2,1
91,"@jnswin @Hornschild @MarianBracht @Karl_Lauterbach Das hat er irgendwann hinzugefügt, als er gemerkt hat, dass er dabei ist sich zu blamieren. Bis dahin ging es um PKWs. Kann man sich im Originalvideo leicht von überzeugen",1,1
92,@Karl_Lauterbach Bist du B. Hindert?,1,2
93,"Reboot unserer Ämter und Verwaltungen. @CDU  @CSU  @spdbt  @Die_Gruenen  @dieLinke   Digitalisierung kommt nicht von allein. Klar es schützt meinen Arbeitsplatz, doch wie lange wollen wir diese unnötige Arbeit weiter mitmachen?",1,1
94,@FrauRektorin @KM_BW @RegierungBW @FraktionGruenBW @CDU_BW @CDU @mannelucha @HBraun @RegSprecher @SWRAktuellBW Tschüss Sommer  https://t.co/PdXO3xgSsB,2,2
95,@Kaese_Brot86 @kerstinPe3 @SWagenknecht Können sie akzeptieren daß Meinungen kritisiert werden dürfen?,2,2
96,@trader_ew @MAStrackZi Verstehe die Frage nicht.,2,2
97,"@florian_krammer @markus_reuter @Karl_Lauterbach Neutralisierungsstudien sind abzuwarten, korrekt? Tage, Wochen…?",2,2
98,"@thezwitscherer @erik_donner @VCDeV @CDU @spdde @Die_Gruenen @dieLinke @fdp Waren es nicht die Grünen, die ganz lange einen höheren Landesmindestlohn in Berlin blockiert haben? Ist heute bei dir Gegenteiltag?   Kommunalisierung und mehr Geld rein ist mein Konzept. Keine Ahnung, wie du darauf kommst, dass Privatisierung nach China und Kostendruck hilft.",1,1
99,@GoeringEckardt @BrinkmannLab @ECMOKaragianni1 ja. bitte! kontaktbeschränkungen jetzt. schulen auf wechsel oder distanz! booster für alle.,2,2
100,"@LukasWick97 @HeikoMaas @JoeBiden 70 Millionen plus Wähler. Wer das nicht akzeptiert, ist kein Demokrat. So einfach ist das.",2,1
101,"@TimeReisender @EtzGlangtsAba @KathaSchulze @BR_kontrovers Die Kinder auf die sie sich beziehen werden genauso geschützt wie jetzt vor Alkohol und Tabak.  Klar, wenn man will, kann man auch mit 13 an alles kommen-  Für Konservis immer ein Argument: Aberrrrr die Kinddeeeeeeeerrrrr ;'((((((  Pfff",1,1
102,"@FridaysBad @spdbt @spdde @VQuaschning @EskenSaskia @kainiebert @FridayForFuture @jusosbw @wegeheld Langweilig, immer das gleiche zu twittern, oder ? 😘",1,1
103,"@didix1202 @janejane24 @tonline @spdde @EskenSaskia @NowaboFM @OlafScholz @spdbt Sie kümmert sich zuviel darum überholte Feindbilder zu pflegen. Ob das nun die Erhöhung von Spitzensteuersätzen-, Grundsteuer, oder das liebäugeln mit Symphatisanten aus der Enteignungsecke ist. Robinhoodaktionen anderen etwas zu nehmen um es zu verteilen, kommen nicht gut an.",1,1
104,"@Karl_Lauterbach Wenn Bildung wirklich Vorrang hat, sollte möglichst schnell damit begonnen werden, Kinder und Jugendliche zu impfen (sobald Impfstoffe zugelassen sind). Das hilft der Gesellschaft, weil so diejenigen, die besonders mobil sind, geschützt werden und keine Viren mehr weitertragen.",2,2
105,"@phoenix_de @MarcoBuschmann @fdp @BVerfG @fdpbt Das Gericht hat aber auch festgestellt, dass dieses Recht auf Bildung nicht zwingen nur in einer bestimmten Form des Unterrichts gebunden ist und daher man im Rahmen der Pandemiebekämpfung Schulen schließen kann, oder im Wechselunterricht sein kann. Zudem sagte das Gericht auch:  https://t.co/Ehs2YI07a9",2,2
106,@WDRaktuell @Essen_Ruhr @ArminLaschet Ach @ArminLaschet NIEMAND kauft Ihnen plötzlich soziales Verhalten ab. Wirklich niemand. Aber es ist ja Wahlkampf.,1,1
107,@Karl_Lauterbach @KonradSybille Wann war denn die zweite Welle beendet?,2,2
108,@SaschaBo70 @JoanaCotar 🔨ohne auch nur ein Wort der Landessprache zu sprechen?,2,2
109,@SOZlALISMUS @lijusolid @jusos @gruene_jugend @dieLinke @spdde @Die_Gruenen Niemand hat was von überfahren gesagt,2,1
110,"@Markus__Lanz @JTrittin @MarcoBuschmann @GPSchmitz @ArminLaschet sollte man stellen u seinen misslungenen Integrationsversuch der @WerteUnion, die ihn längst überrannt hat u die Listen der #ExCDU dominiert, thematisieren. Wer #Laschet wählt, wählt nicht #CDU, sondern #Faschisten der #WerteUnion in den BT. #Pole #Ziemiak #Warroom",1,1
111,"@Daimudder @DeineMeinungung @Fladdeh1 @jo_silentio @Karl_Lauterbach gegeben hätte die Theorie zumindest nicht auszuschließen. Sie sind nicht objektiv gewesen, DAS ist meine Kritik und das habe ich auch schon mehrfach genau so beschrieben du grenzdebile Flachzange. Wir Schwurbler WUSSTEN es von Anfang an, weil wir nach den Fakten gegangen sind.",1,1
112,"@andreasscheuer @Die_Gruenen So modern gestaltet, wie die Autobahnmaut ? ☹️",2,2
113,@spdde @FranziskaGiffey @aziz_b @ag_muv Könnt ihr vielleicht helfen?,2,2
114,"Herzliche Glückwünsche aus Norwegen, lieber @OlafScholz und @spdde! An impressive result after an inspiring campaign. Exciting night and exciting days ahead. We look forward to close co-operation!",0,0
115,@TimG44462323 @MiKellner @Die_Gruenen 86% der Abstimmenden waren anderer Meinung. Das hätte ich in dieser Deutlichkeit wiederum nicht erwartet.,2,2
116,@talentlatent @widdewidd Business Plan laut @FDPFraktionNRW und @CDUNRW_Fraktion 👉 Durchseucht das Land. An #LongCovid verdient die Pharmaindustrie mehr als an Massenimpfungen. 👈 So sieht es doch aus. #SchwereSchuld @ArminLaschet @jensspahn @c_lindner #SchulenUndKitasZu,1,1
117,@fdpbt @HBraun @MarcoBuschmann @UllmannMdB @cad59 @starkwatzinger @koehler_fdp @christianduerr @Meyer_FDP AHA Regeln bei 0.  Bei welcher Stufe sollte denn die maskenlose Normalität inklusive spontaner Umarmungen einsetzen? Drittes Untergeschoss?,2,2
118,"@FrankSc37374631 @nicolediekmann @Die_Gruenen @cem_oezdemir Ich finde dieses Urteil über die Führung der Grünen völlig übertrieben, es entbehrt jeder Grundlage, während es für die desolate Führung der Union viele gute Gründe gibt.",1,1
119,"Wieder zurück von großer AfD-Tour im ""nahen Hessen"". Erst war ich in Obeursel und dann in Gelnhausen.   2 tolle Veranstaltung mit @Tino_Chrupalla, @Alice_Weidel, @M_HarderKuehnel.   Zudem war @Beatrix_vStorch in Oberursel.",0,0
120,"@AliCologne @hubertus_knabe @GoeringEckardt @CDU @HGMaassen @dieLinke Wer lesen kann, der lese. Ich habe nirgends geschrieben, dass der rechts ist, der die Linke kritisiert.",1,2
121,@Tomsch24 @AfD Das ist nicht so das Problem ist jeder will mehr vom Wohlstand haben. Aber es wäre wenn man normal lebt ausreichend.,2,2
122,"Schämt euch @Die_Gruenen, @dieLinke!",1,1
123,@SusanneSorglos9 @mohoemsen @Karl_Lauterbach Aber nicht für die Aussagen in dem obigen Bild. Die bleiben trotzdem faktisch korrekt.,2,2
124,"@Sondergesandter @Nutzernameneu @nelijka @BildungslandNRW @JoachimStamp @landnrw @ArminLaschet @fdp_nrw @CDUNRW_Fraktion @Chris_Rasche @henninghoene @johannesvogel @olafinderbeek @c_lindner @KatjaSuding @FDPFraktionNRW @fdpbt @fdp @_MartinHagen Jawohl, geht mir genauso.",2,2
125,"@stahringer @sushibrain_5 @Joerg_Meuthen Ich lebe schon 37 Jahre im ""Ausland"".",2,2
126,"@KathaSchulze Das sagt der Normale Menschenverstand,falls vorhanden.  Sämtliche Daten sind seit Jahren eh gelogen.",1,1
127,"@Puettmann_Bonn Logische Folge von zwei Parteivorsitzendenwahlen. Ich hatte jedesmal @_FriedrichMerz bevorzugt, aber @ArminLaschet hat gewonnen  und der wird jetzt auch unterstützt.",2,2
128,@MarkusBlume @CDU @_FriedrichMerz @MarioCzaja Wer? Hoffentlich fliegt ihr dann bald komplett aus dem Bundestag 🤞🤡,1,1
129,"Wie passen #Klima und #Energieversorgung zusammen? Ganz einfach: Wir brauchen den jährlichen 6-fachen Ausbau an #Photovoltaik &amp; #Windkraft, um die Ziele des #ParisAgreement zu erreichen.  Auf geht's @cducsubt @spdbt @GrueneBundestag!   #EarthDay    https://t.co/9PkP3iAbTE",2,2
130,@johannesvogel @Otto_Fricke @fdp_nrw War auch offenkundig beim Friseur - optisch online optimiert,0,2
131,@RechtsanwaltSH @nenacasc @c_lindner Richtung Freiheit? Sorry die asozialen Impfgegner sind mitschuldig an der Situation und den unnötigen Toten. Man kann das dumme Geschwätz der Impfgegner nicht mehr hören.,1,1
132,"@FilipposKourt @Die_Gruenen @cem_oezdemir Vielleicht kann ich das als Deutscher nicht verstehen aber dieser Aspekt an ihm is mir bumps. Ich hätte z.B. eine Wirtschafts- oder Finanzministerin @CanselK gefeiert, nicht wegen ihrer Migrationsgeschichte oder ihres Geschlechts, sondern weil bei sowas für mich Kompetenz zählt.",2,1
133,"@nichtvermietbar @CanselK @spdde Wie im richtigen Leben: Selten bekommt man das, was man  meint verdient zu haben. @EskenSaskia wird es schon schaffen mit weiteren Auftritten im Fernsehen den Aufwärtstrend von Olaf umzukehren.  Die SPD sollte sich langsam entscheiden.",2,2
134,"@fhk_ev @tessa_kunzmann @Ricarda_Lang @Die_Gruenen @maurakami @a_watch @GoeringEckardt @Linksfraktion @barbaraclemm @juristinnenbund @ADS_Bund @BVerfG Vielen vielen ♥ Dank an @RosiHach , die diesen @BVerfG Beschluss erstritten hatte.",0,0
135,"@HRMRKR @jensspahn 6 von 7 waren ""junge"" Frauen. Für diese Gruppe scheint das Risiko dann wohl doch höher.",2,2
136,"@Beatrix_vStorch #Meinungsfreiheit ist wichtig für Deutschland 🇩🇪 - #SuspendReitschuster ist ein Angriff auf die freie Meinungsäußerung! Zensur unbequemer Meinungen freier Journalisten und privater Accounts nimmt Überhand, deswegen im September @AfD wählen! #FreeReitschuster",1,1
