,text,sentiment,pred
15,@Karl_Lauterbach Dann erklären Sie mal wie man die spanische Grippe vor hundert Jahren in den Griff bekommen konnte…   https://t.co/aeQYCOmCXO,2,2
16,... @rbrinkhaus jetzt also bei der @CSU,2,2
17,"@le_matsch @Muriel_Muraene @Karl_Lauterbach @jensspahn Der Jens kann vielleicht den Geschäftsbericht der örtlichen Sparkasse lesen und verstehen,  aber ganz sicher nicht medizinische Fachliteratur. Falscher Mann am falschen Platz. #spahnruecktritt",1,1
18,"@phoenix_de @FAZ_NET @fazbub @fdp @Die_Gruenen @spdde @fiedelseb Niemand wird gezwungen, illegale Drogen zu konsumieren. Daraus ergibt sich auch kein politischer Handlungsbedarf, den Konsum von illegalen Drogen zu legalisieren, damit Drogensüchtige ""reine Drogen"" legal konsumieren können. Wer heute die Legalisierung von Cannabis fordert, ⬇️",2,2
19,"@kiblet_ @DrPuerner @Karl_Lauterbach Gedankenanstoß: Vielleicht sollte man die gesetzlichen Krankenkassen tatsächlich abschaffen und die Kassenärztlichen Vereinigungen gleich mit? Die wirtschaften alle, im Gegensatz zu den Privaten, ineffizient und intransparent und bilden keine Altersrückstellungen.",1,1
20,"@Speedy41346496 @UweR53682515 @Lebenslustlerin @Joerg_Meuthen Egal wie tief man die Messlatte für den menschlichen Verstand ansetzt, jeden Tag kommen Menschen wie sie und marschieren unten durch.",1,1
21,"@reini23788 @Insomnia0_o @Florian66605723 @Die_Gruenen Mit dieser perversen Ansicht ist nicht von Einzelfällen zu reden, die gesamte Partei hat diese Forderungen unterstützt und beantragt. Vom Umweltschutz kann bei dieser Partei auch keine Rede sein z.B. Windkraft und Vogelsterben ectpp.",1,1
22,"@marcfriedrich7 @Karl_Lauterbach @jensspahn @c_drosten @BrinkmannLab Bescheuerter Tweet. Völlig aus dem Zusammenhang gerissen. Ständig von Zusammenhalt etc reden, aber mit solchen Tweets trägt man selbst zur Spaltung bei!",1,1
23,@spdde Da geht noch was!  https://t.co/214RM0Z2rk,2,0
24,@CDU @_FriedrichMerz Zurück in die Zukunft. Würde vielleicht als neues Motto passen.,2,2
25,"@LubSeb @NikolausBlome @c_lindner @fdp @fdpbt Jamaika kommt nicht, verstehen Sie das nicht...?",2,1
26,"@jensspahn @ArminLaschet Team Spahn, naja da weiß man was man hat, ähnlich wie Team Merz, Team Maaßen, Team WU, Team JU, fast alle auf Kurs, jedenfalls die für die es dich lohnt auf Kurs zu bleiben, Selbstbereicherung um jeden Preis",1,1
27,Das @BMG_Bund wollte nicht-zertifizierte #Masken an Obdachlose und Menschen mit Behinderung ausgegeben. Das sorgt für Krach in der #Koalition. Die #SPD-Vorsitzende @EskenSaskia warf @jensspahn eine „beispiellose Verachtung“ für Teile der Gesellschaft vor.  https://t.co/LwGTs1X4lG,1,1
28,Mao's🇨🇳 Kommunist China  Bericht zu Uiguren belegt: China begeht Völkermord im eigenen Land  https://t.co/HNVzLAZcd2  @AFDimBundestag @AFDBerlin @AFD @Die_Gruenen @spdde @CDU @CSU @dieLinke @fdpbt @MalteKaufmann  @BILD @ZDF @welt @zeitonline,1,1
29,@f_schaeffler Gut wie er Geimpften Freiheit zurück gibt.,0,0
30,"@spdde also ausser im Gemeinderat Mannheim - da nimmt man die Stimmen der afd gerne mit, wenns ohne nicht reich.  #spezialdemokraten",2,2
31,"@K_Plattform_f_R @morgenmagazin @BlackIcaruz Und der Journalismus im ÖRR hat sich bei dieser Gelegenheit, wenn man sie denn gewähren muss, leider auf die Bedeutung der Bühne beschränkt. Das hätte ich mir kritischer gewünscht, bei einem Beitrag von @Alice_Weidel wäre das nicht so schwer gewesen. Leider Hofberichterstattung.",1,1
32,"@miramoto11 @CarstenBKK @KathaSchulze @Die_Gruenen @DJanecek Diese ""Quertreiber"" haben offensichtlich einen gefährlichen Einfluss auf die Politik.",1,1
33,"@derspiegel Scholz versagt irgendwie, @Karl_Lauterbach, tun Sie etwas.",1,1
34,"@EalaNicNaMara @Karl_Lauterbach Nicht doch; das Übergeilstneueste ist die sog. ""Andin-Variante"" aus Bolivien:  https://t.co/y0Y6oGeOsJ",0,2
35,@artsykatsy @RadtkeMdEP @ArminLaschet @CDU Laschet mag halt einfach im Wurstwasser mitschwimmen ;),1,1
36,"@neilpryde24 @technikjuli @SBrandenburg_ @WDRaktuell @PaulZiemiak @OlafScholz @KuehniKev @_FriedrichMerz Ich meinte nicht Olaf Scholz, ich fragte ob Herr Laschet trotz sinkender Umfragewerte keinen Stolz besitzt",2,1
37,"@scionescio @platz13 @kathabeck @GoeringEckardt @ManuelaRottman @MariaKlSchmeink @GrueneBundestag In der Aufarbeitung wird man sich der Frage zuwenden müssen - wieviel Infektion ist überhaupt kontrollierbar. Aktuell uninteressant - 850, 640, 569, 390 sind es nicht..",2,2
38,@drumheadberlin @dcremer_ @SylviaPantel @ArminLaschet @BILD_Politik Laschet wird wie Merkel an seiner Position kleben.,1,1
39,@jensspahn @ArminLaschet @CDU Ihre sogenannte  „Frage“ war eine ganz offene Werbung für Laschet und in dieser Form grob unfair den anderen Kandidaten gegenüber. Das ist richtig schlechter Stil und unanständig.,1,1
40,@fabiwunn @PeppermintPett6 @Karl_Lauterbach @JanJosefLiefers Im Gegensatz zu Ihnen. 🤡  Haben Sie Ihr 'Wissen' von der YouTube Universität?  #lasttweet,1,2
41,#klartext  @ArminLaschet ist die #SchwarzeNull,1,2
42,"Die CDU hat es geschafft so viele Deutsche verarmen zu lassen, dass es denen egal ist, wenn von Enteignung, Linksruck etc. gefaselt wird.  Es wird nicht greifen, denn alle von links bis rechts haben die Schnauze voll von @CDU",1,1
43,@krustytheboss @jensspahn Verstehen sie nicht das bei der Osteopathie die Hauptsache das erspüren ist und dies durch Geräte bislang nicht bewiesen werden kann.Aber der Erfolg den ich täglich sehr überzeugt mich und meine Patienten.Was mich nervt sind die Vorurteile und Kollegen die keine 5Jahre Ausbildung,1,1
44,"@pkbrln @n_roettgen @Die_Gruenen @fdp @CDU Bei den @Die_Gruenen sind sie wahrscheinlich not amused. Schwarz-grün unter Röttgen ist nun tot, das kostet sie 2-3 Ministerien gegenüber Jamaika.",1,1
45,"@ChrisWesselNI @VAMV_BV @fdp @spdde @Die_Gruenen @VAMVNRW @Stiftung4AE @vamv_hessen @VaMVDuesseldorf @VAMV_Berlin @DKHW_de @zff_amilie @diemias_ @diakonie @Frauenrat @vamv_e Das ist beim @VAMV_BV nachvollziehbar. Er ist ein Lobbyverband, dem es nicht um die Suche bestmöglicher Lösungen für Kinder geht, sondern ausschließlich darum, Privilegien erwachsener Menschen zu erhalten und deren Einnahmesituation zu verbessern. Kritische Debatten stören dabei.",1,1
46,"Videokommentar: ""Jetzt ist auch mal gut, Herr Laschet""  https://t.co/PJATgCHIRW via @tonline  @cducsubt,@CDU,@CSU, Welch reißerische Schlagzeilen,die jetzt unnütz sind. Fakt ist, dass knapp ein Viertel aller wahlberechtigten Deutschen ganz eindeutig A.Laschet als Kanzler wählten!",1,1
47,"@AnneWillTalk @reinerhaseloff @larsklingbeil @Wissing @cem_oezdemir @WaltrautDunz Das nun wie auf einem Basar gehandelt wird und ein Wettlauf beginnt, wer am schnellsten mit wem eine Koalition bildet und Stimmen vereint, dass der dann den Kanzler stellt,  also das ist wirklich im höchsten Maße erschreckend.",1,1
48,@KuehniKev @LibanFa Auf weitere 4 Jahre Klassenverrat 👏🏽,1,1
49,@ArminLaschet @BildungslandNRW  Lebenslanges Lernen. So wichtig.,2,0
50,"Er war mal der rebellische Juso-Chef: Seit dem Wochenende ist @KuehniKev neuer SPD-Generalsekretär. Im Interview warnt er, die SPD dürfe nicht die gleichen Fehler wie die CDU machen. 🎧   https://t.co/FR8FiVxWfD",1,2
51,@Karl_Lauterbach Wichtigster Grund für Impfzögern ist bei mir dein ständiges werben für selbigen.   https://t.co/6IuyOuzi3a,1,1
52,@_kettboy @sextosempirikos @schnellenbachj @jensspahn So lange will aber dieses Mal keiner warten.,2,2
53,@spdde @OlafScholz Übernehmen die Vermieter dann auch noch die Stromkosten die steigen? Und die steigenden Benzinkosten?,2,2
54,"@c_lindner „Falsch hört nicht auf, falsch zu sein, nur weil die Mehrheit daran beteiligt ist.“  Leo Tolstoi  https://t.co/TJzTzEn53W",1,1
55,"@maxim_k @SilvaAtTwitta @tantepiep @beyond_ideology @TerliWetter @parents4future @georg_kofler @fdp @PIK_Klima @MazzucatoM ...nochmal, es geht darum, dass es jetzt schnell geht, weil alles verpennt wurde! Und wenn dann jetzt was ""verboten"" wird, was nur 0,01% zur Klimazerstörung beiträgt, aber relativ verzichtbar ist, dann macht man es, weil es schnell geht und auch ein kleiner Beitrag wichtig ist!",1,1
56,"@RAinDiercks @spdde @jensspahn @Karl_Lauterbach @TschenPe @Senat_Hamburg Ja. Deshalb weiß man nicht, was man tun soll und macht halt irgendwas, um überhaupt was zu tun. Das wirkt dann nicht und am nächsten Tag macht man halt das Gegenteil.",2,1
57,"@SWagenknecht Gibt es denn auch nur ein Lebensmittelgeschäft,welches das durch einen Ladenbesitzer vor Gericht erstrittene 2G Recht,angewendet hat? Zudem sind in der KW 36 bis 39 bei den Ü60 jährigen 20Mio Geimpfte für 7000 und knapp 4Mio Ungeimpfte für 6300 symptomatisch Fälle verantwortlich.  https://t.co/bcbHLMZPTp",1,2
58,@n_roettgen Haben wir jetzt eigentlich eine neue Währung? (Bitcoin) Oder soll man lieber in einer produktiven Währung wie dem Euro bleiben. Bitte kurzes Statement.,2,2
59,"@jensspahn @RegSprecher Wo sind die angekündigten 10 Mio Impfdosen pro Woche, die @OlafScholz angekündigt hat und die Hausärzte brauchen mehr Impfstoff und weniger Bürokratie. Jetzt gebt endlich Gas!",1,1
60,"@Hosenmaus1 @Kachelmann @Karl_Lauterbach Sorry, aber ""lasst die Bäume stehen"" ist etwas zu kurz gegriffen. Pellets bspw. sind ein Neben-/Abfallprodukt bei der Herstellung von Bauholz und würden verrotten, wenn man sie nicht zum Heizen nutzen würde, insofern doch absolut sinnvoll. Wie heizen Sie denn? Öl, Gas oder Strom?",2,1
61,@VolkmerAndreas @annewill @OlafScholz @spdde @ABaerbock @Die_Gruenen #strunzdumm schafft das,1,1
62,"Der Chef der @Linksfraktion, @DietmarBartsch, hat angesichts des angekündigten Streiks der #GDL bei der Deutschen Bahn ein Einschreiten von Kanzlerin Merkel gefordert. #Bahnstreik   https://t.co/5zS36YKxft",2,1
63,@HBraun @DoroBaer Tschööö  https://t.co/CXVsUERhez,2,2
64,@Ralf_Stegner Und was passiert mit uns Menschen die nicht geimpft werden können? Wir sind im Endeffekt auch #ungeimpfte. Sind wir auch die bösen? Merken Sie noch irgendwas? Fällt Ihnen überhaupt nicht auf das Personengruppen auszuschließen voll #1933 ist? Ekelhaft einfach nur 🤢🤮,1,1
65,@CDU @jensspahn Ab  jetzt geht Deutschland abwärts,1,1
66,"@Rolando28927284 @maybritillner @_FriedrichMerz Halt mal, das Zitat nicht aus dem Zusammenhang reißen! Ich habe die Sendung gesehen, der Satz bezog sich auf Ärzte, die ihren Patienten raten, sich jetzt oder generell NICHT impfen zu lassen. Es war definitiv nicht an alle Ärzte gerichtet! Soviel gehört zur Wahrheit dazu.",2,2
67,"@wenig_worte @MiKellner Nur wenn man davon ausgeht, dass Nichtabstimmung automatische Ablehung bedeutet, davon ist wohl nicht auszugehen.",2,2
68,@PaulM1r @Karl_Lauterbach Faschistoider Corona-Hosenscheißer...,1,1
69,"@Abtreibpranger @miguel_alemania @meretholland @dieLinke @Die_Gruenen @spdbt Nö, aber ich will auch generell keine Kinder. 🤷‍♀️",2,1
70,@SylviaLoehrmann @cem_oezdemir Hat er sich verdient. Der Cem. Beides.,0,0
71,@Karl_Lauterbach Und damit es so kommt wurden zum Monatswechsel Februar / März nochmal Kapazitäten abgebaut. Ihr haltet uns echt für strunzdoof.,1,1
72,Mach fitti wieder auf #dontforgetfitness @jensspahn @Markus_Soeder @die_regierung,2,2
73,"@MichaelStrempel @ardmoma @Die_Gruenen @CDU @Wissing @fdp @EskenSaskia @spdde @PaulZiemiak @MiKellner Der Wechsel ist ein MUSS. Die korrupte #KlimaSchmutzLobby von der #CDUCSU zerstört systematisch den Klimaschutz und blockiert die notwendige Wende (Energie/Altmaier, Agrar/Klöckner, Verkehr/Scheuer, Wärme/Seehofer). Wir brauchen den ökologisch-sozialen Wechsel mit GRR.",1,1
74,"@Karl_Lauterbach zeigt Verständnis für Menschen, die Vorbehalte gegen #Astrazeneca haben und den Impfstoff ablehnen. Ein Interview am Rande des #ludwigerhardgipfel für @WEBDENews:  https://t.co/GPwVc1a6Nf",2,2
75,@dertomm1 @Speedbus3 @Naturfreund_81 @Karl_Lauterbach Was für eine blöder Vergleich. Jetzt wird es lächerlich.,1,1
76,@OurfutureRKids @realTomBohn @LiberalMut @MartinWaltherDD @_neededCitation @TeamSnolly @humbughund @ActiveLiberals @OperationHeuss @BenjaminLaepple @lofferg @roberto_blanko @KonProg @ToniTWildgrube @holgerkopp @c_lindner @Wissing @MarcoBuschmann @chris_pyak @fdp @_MartinHagen @ben_brechtken Sieht bei mir genauso aus. Nur in dunkel 😜,2,2
77,"@polenz_r @Ricarda_Lang @CDU Ich würde mir aus der Heimat der ""Werteunion"" an diesem furchtbaren Jahrestag Zurückhaltung und Demut wünschen.",1,1
78,"Nicht neu, aber man muss es wohl wieder und wieder sagen. Hört auf Wissenschaftler, die wissen, wovon sie reden. #IchDampfeIchWähle cc:  .@dieLinke .@spdbt .@Die_Gruenen .@fdp .@CDU .@CSU .@AfDimBundestag",2,1
79,@AcastusPrivat @Rawmarla @punktpreradovic @Karl_Lauterbach ...sie lesen /hören so eine Aussage und stimmen dem zu?🙄,2,2
80,"@technikhandel91 @musicandscifi @hubertus_heil @spdbt @ndr @amanoman Das ist schlicht falsch: Der Blick in andere Länder genügt, um pauschal die richtige Aussage treffen zu können, dass deutsche Betriebe deutlich weniger für Familien tun.  Es reicht ja schon der Blick in die Führungsetage, Stichwort Frauenquote.  Qed",1,1
81,@Judith__Sauer @fdp FDP = Erigierungspartei,2,1
82,"@StBrandner @IN_ROL_0815 Die Katie wird bald ihre Liebe Omi für unzurechnungsfähig deklarieren lassen, nachdem die das von Katie verfasste Testament unterschrieben hat. Weil die Katie ihre Omi so sehr liebt und respektiert. Aber die Umweltsau gehört halt ins Lager.",1,1
83,@Zora_211212 @Patrick03046207 @Alice_Weidel Und auch ich wär voller Hass / gäb es Musik nur ohne Bass,1,1
84,@larsleisse @Dunkelzimmer101 @atheistsplained @spdde „Wissenschaftliche Erkenntnisse“... 😂 Solche „wissenschaftlichen Erkenntnisse“ wurden Juden einst zum Verhängnis... 🥴,1,1
85,@Karl_Lauterbach Warum solche Angst vor Aussetzung der nichtsystemrelevanten Lohnarbeit? Das Geld für Lohnfortzahlung wäre doch ohne Zweifel vorhanden.,1,1
86,@Katina_Schubert @spdde @dieLinke Die Geschichte zeigt: Mit euch gibt es weder Klimaschutz noch soziale Gerechtigkeit.,2,1
87,@CorneliusRoemer @parents4future @Karl_Lauterbach Alter Falter!!! Was sitzen da für Dilettanten in der #Bundesregierung. @cducsubt @spd @jensspahn #MPK nur noch beschämend!!,1,1
88,"@BurgerBenDecker @welt @CDU Da ist noch Luft nach unten, wenn die CDU nicht gegensteuert. Aber wie soll sie das tun außer auf den Knien den Söder zu bitten doch anzutreten? Kandidat ist eine Nullnummer, das Programm nichtssagend, die Plakate eine Lachnummer und im ÖRR hat man auch keine Freunde.",1,1
89,"@UMauerblumchen @CDU Klar, so geht ""Erneuerung""  bei der CDU - einen fast 70jährigen,der  sein ganzes ""politisches Leben ""lang nichts geworden ist, mit der Zukunft der Partei betrauen.. immer schön rückwärts, CDU- hoffentlich kriegt ihr von den Wählern bei den nächsten Wahlen die  passende Antwort..",1,1
90,@GoeringEckardt Zeit für sowas ?  https://t.co/5geaoFDTsd,2,2
91,"@IngoHeinscher @Mirjam_Fischer @b_riexinger @AchimKesslerMdB @JSchalauske @BioNTech_Group Das Problem ist die Qualität der Laboratorien, bei einer Freigabe könnten Dan die Impfstoffe in hierfür nicht qualifizierten Laboratorien hergestellt werden, mit eventuell unangenehmen Folgen.",1,1
92,"@APVogt @AfDimBundestag @StBrandner Und wie wird ein Stellvertreterposten ""bestimmt"" ?  Durch eine Wahl, oder etwa nicht. Und jetzt wollen Sie eine Diktatur haben, dass jemand gezwungen wird eine andere ""Stimme"" einzunehmen?  Ich dachte Sie und die #AfD will einen Rechtsstaat haben.",1,1
93,"@HAM_Politics @BAW_Fluglaerm @fegebanks @MartinMosel @CDU @CSU @Die_Gruenen @UlrikeSparr @GRUENE_Hamburg @HamburgAviation Für Kulturreisen reichen auch wenige Airports BER, FRA, MUE oder Wien .. Hamburg könnte mit einer Schnellzugtrasse gut an den BER angebunden werden. @fegebanks 2Mio für Machbarkeitsstudie! Das wäre Klimaschutz und Inovation!",0,0
94,@craty @ZwitschertFrank @Karl_Lauterbach Richtig. Versuchen Sie  das mal einem Idioten zu erklären. Hab's mittlerweile aufgegeben.,1,1
95,@marcfriedrich7 @Karl_Lauterbach Die WHO und die EMA sehen das aber anders:   https://t.co/WLToZJi1KA,2,2
96,"@FDPffm @Wissing Schon richtig, aber es geht hier nicht nach Parteilinien (auch in Europa ), eher nach Max Weber und Innovations-Offenheit.  https://t.co/qFcQFOJbqt",2,2
97,"@RadtkeMdEP @wanderwitz @CDU Aussagen wie diese sind der Grund, warum die CDU im Osten Wähler verliert.",1,1
98,"@MenschYasar @NurderK @Karl_Lauterbach brauchen, stehen wir dann da, weil die Leute dran gewöhnt waren. Und dort setzt mein Ursprungstweet an, ich glaube halt, dass dies schwer zu kommunizieren sein wird da die Menschen kaum noch Änderungen mitmachen Auf der anderen Seite sind die Labore überlastet, ist halt schwierig",1,2
99,@rRockxter @europeika @CDU Was hat denn die CDU mit dem Christentum zu tun? 🤔  https://t.co/ioFmt1Zny6,2,2
100,"@Karl_Lauterbach @JanJosefLiefers Negatives Auffallen wird halt auch mit Aufmerksamkeit ""belohnt"". Zum Fremdschämen. Manche Menschen sind halt nicht zu mehr fähig, als einen Text auswendig zu lernen. Empathiefähigkeit = null. Armselig was der Liefers da absondert 🤢🤮",1,1
101,"@maischberger @Karl_Lauterbach @spdde @Janine_Wissler @dieLinke @c_lindner @fdp @WaltrautDunz @RND_de @ChernoJobatey @ronzheimer @DasErste Dieser Mann desinformiert, reimt sich Sachen zusammen, macht die Bevölkerung paranoid und haut Prognosen am laufenden Band raus. Dazu gab es sogar mal ne Auswertung wo Herrn Lauterbach nur auf 19% Treffer kam. Jeden Anderen mit so ner Quote würde man sofort entlassen!",1,1
102,"@cducsubt Das C in der CDU steht NICHT für Christlich! Es steht für CORRUPTION in englischer Sprache, damit es auch alle wissen!  #cdukorruption",1,1
103,"@TrauHans @OlafScholz @ArminLaschet @c_lindner @schweizok2 @ABaerbock Wer kann verlässt das sinkende Schiff, nachvollziehbar 🤷‍♂️",1,1
104,"@ulfposh @spdde @EskenSaskia @Die_Gruenen Ich verstehe die Angst nicht. Klar, ich bin kein Freund der Linken. Aber ich mach keinen Wahlkampf für ein Bündnis. Das Ausloten kommt nach der Wahl. Grüne und Sozen werden dann ausloten, mit wem man mehr erreichen kann. Und das ist im Interesse der jeweiligen Wähler",2,1
105,"@Patrici32446565 @Gigi1604_ @crash1656 @PeterHafner20 @Karl_Lauterbach Das ist eine unbelegte Behauptung. Man kann sich natürlich weigern den Tatsachen ins Auge zu sehen, das ändert sie aber nicht. Dann bitte später nicht jammern, sie wären nicht gewarnt gewesen.",1,1
106,"@argentarborea @muc8565 @Markus_Soeder ... wenn einem gar nichts mehr einfällt, kommt man mit irgendwelchen bösartigen Varianten und dem Ein-Argument-Argument ""Maske oder Beatmungsgerät"" alles klar. Wenn man so angstzerfressen ist, sollte man grundsätzlich zuhause bleiben",1,1
107,@ulfposh @c_lindner @fdp Wie lost muss man sein?  Ulf: Ja,1,1
108,"@larsklingbeil @ArminLaschet Man sollte ja meinen, dass die SPD gerade andere Sorgen hat, aber okay - jeder wie er meint.",1,2
109,@tomlefroyy @jknjhjfhfduvbhl @Karl_Lauterbach Kenne nur die Studien die Gegenteil behaupten. Aber wenn es eine neue gibt lass ich mich überzeugen. Hab gegoogelt aber auch nicht gefunden.,2,2
110,"@StBrandner Ein Glück! Da weiß man sofort, #Scholz kann nicht der Falscheste sein!",0,0
111,"@SawsanChebli @OlafScholz @spdde Scholz steckt tief im Cum Ex Skandal, das Vertrauen ist weg. Wer Steuerhinterziehung als Kavaliersdelikt sieht, hat in der Politik nicht zu suchen.",1,1
112,@widescape @berndulrich @ArminLaschet @BVerfG Er schwätzt,1,1
113,"@Piotr43921649 @WernerNachtiga2 @landnrw @CDU @ArminLaschet Egal, wer in Deutschland regiert. Aufgrund unserer Lage und Wirtschaftskraft wird es immer so sein, das ohne uns nichts in Europa geht",2,2
114,@BMG_Bund @jensspahn @SecBecerra @sajidjavid @SKyriakidesEU Schnelle Reaktion auf eine Variante die mit leichtem Verlauf beschrieben wird von Medizinern aus Afrika?  Es wird doch nur jeder Strohhalm gezogen um Ungeimpfte zu Erpressen und eine Impfpflicht näher zu bringen.,1,1
115,"@FHustede @MiKellner @spdde @dieLinke @PaulZiemiak @MarkusBlume Getroffene Hunde und so... Mal ganz ehrlich: Euer Verständnis Wahlkrampf besteht momentan doch fast nur aus persönlichen Angriffen auf Grüne Politiker. Glaubt ihr wirklich, dass das irgendwie anders interpretiert werden kann als ""wildes um sich schlagen""?",1,1
116,@skt_johann @DailyKaffee @andree_dominik @Drosten_Quotes @aelurotheist @Elon49943563 @axiom4tic @BILD @Mithos1987 @Beatrix_vStorch @Anthony7Louis @Pontifex_de 😑 warum hab ich mir diesen kaputten @skt_johann von dir andrehen lassen? Ich will den ECHTEN! Sonst verlange ich @andree_dominik zurück.,1,1
117,@Markus_Soeder Also meinen QR-Code hat noch kein Mensch je gescannt,2,2
118,Warum Rücktritt? Keiner hat die Wahl gewonnen da beide @spdde und @CDU eine Regierung bilden können. Versteh diese ganze Aufregung nicht. Das steht Patt.,2,1
119,"@Karl_Lauterbach ( 206 )   Und wenn man zu ihm sagt: ""Fürchte Allah"", reißt ihn der Stolz zur Sünde hin. Die Hölle soll seine Genüge sein - wahrlich eine schlimme Lagerstatt!  [Quran]",1,2
120,"@CDU @_FriedrichMerz Genau, alle Regeln abbauen und den ungehemmten Markt die Dinge regeln lassen. Und wenn's dann wieder Scheiße läuft, dann können wir Steuerzahler ja den Dreck wieder bezahlen. Tolles Konzept, Frieder. #btw21",1,0
121,"@jensspahn Naja. Bis es soweit ist, bist du aus dem Amt und daher kümmern deine Voraussagen auch nicht, Jensi.",1,2
122,@HugoMuellerVogg @hubertus_heil @spdbt Die Grünen wollen 600 € + Miete. Warum sind Menschen jahrzehntelang arbeiten gegangen?,2,1
123,@GGahnt @CartmanTB2 @Andrew1023054 @NurZoabe @Marry5561 @Mr369t @neuaubing @Xxmanxx40D @PatronKobra @ArisKallimachos @PAOKGATE45 @erdantu @JeanVal75735243 @SamaelAccusator @Recep32449274 @Reyes6153 @knochenkopf @Cobeland1 @Nek67936589 @KaratasEsad @batitrakyakiz @kartal_nefer @SteveMaquis @unuffgerescht @NektarAmbrosia1 @GC_Cumhuriyetci @MrTobacco_RTAM @ApoIbne @YuriSch43965199 @Mimoun72105885 @KeremSchamberg @SeyranAtes @cem_oezdemir @YouTube @EmniyetGM @tonline Sie diskreditieren sich durch ihren miserablen Stil und ihre Argumente. Sie sind ein echter Verlierer.,1,2
124,@CDU @dpa @ArminLaschet Die Osterimpfoffensive für alle Freiwilligen:   https://t.co/xZAMlxV30k,2,2
125,"@hans_heiss @cem_oezdemir Genau, am besten Verkehsminister auch noch. Da kann er ja wieder Bonusmeilen sammeln. Erst tritt man mal zurück, Jahre danach ist Gras über die Sache gewachsen. Leider scheinen die Wähler das alles zu vergessen. Es stinkt mir,das solche Leute mit Steuergeldern bezahlt werden.",1,1
126,@GoeringEckardt @janoschdahmen Sehr unglaubwürdig Frau @GoeringEckardt wenn man gleichzeitig in BW die Kinder durchseucht und gegen das Infektionsschutzgesetz stimmt.,1,1
127,"@snhrdt @KaiSiefke @dneuerer @press_a_key @handelsblatt @c_lindner @fdpbt @fdp Bist du das, @janboehm? Fall ich hier auf Streiche mit der versteckten Kamera rein?",2,1
128,"@NowaboFM @CDU @ArminLaschet Das war der, dem „unbewusst gesteuerten Verdrängungsmechanismus“ bescheinigt wurde, gelle?",2,1
129,"@SusanneHennig @dieLinke @die_linke_th Wer diese Mauerschützenpartei generell und diese arrogante und dummdreiste Person wählt, hat die Kontrolle über sein Leben verloren!",1,1
