,text,sentiment,pred
19,3nach9: @SWagenknecht  über neue linke Politik.  Das Problem: die Politikvorstellung von Frau Wagenknecht ist nicht die Politik der @dieLinke. Der Linken geht es derzeit wie der Rechten in D. Beide Seiten sind derzeit für Demokraten kaum wählbar.   https://t.co/l9mjt2UWyy,2,1
20,@jensspahn  und @BMG_Bund  mit derBitte um Stellungnahme warum bei einer solchen Sachlage geimpfte bei uns weiterhin ungetestet bleiben sollen,2,1
21,"@faktinator @Die_Gruenen ""Oppositionspartei""? Das sind Merkelisten, Deutschlandhasser, der verlängerte Arm der militanten #Merkeljugend.  #Grüne #KGE",1,1
22,@Lea_Chri @tomdabassman Kann mal jemand den @Karl_Lauterbach durch den Faktenprüfer jagen ? 😎,1,2
23,1/2  @spdde @Die_Gruenen @fdp - #Aufbruch jetzt gemeinsam anpacken: ✅Umbau der Tierhaltung ✅substanzielle Pestizidreduktion ✅gesunde Ernährung für alle ✅nachhaltige Wirtschafts- &amp; Finanzpolitik ✅mehr Bio von Acker bis Teller  ▶️ https://t.co/Za73OI3KHI #Koalitionsvertrag  https://t.co/91faFA0rW9,0,2
24,"@spdde @OlafScholz @EskenSaskia @NowaboFM @larsklingbeil @klara_geywitz @hubertus_heil @KuehniKev @SerpilMidyatli @AnkeRehlinger Warum ein Zukunftsplan? Wie lange seid ihr schon Teil dieser beschissenen Regierung? Wie lange ist es schon überfällig für die Pflege nicht nur Pläne zu erstellen, sondern auch endlich etwas umzusetzen. Faire Löhne und Arbeitsbedingungen müssten schon längst da sein!",1,1
25,"@Street_Dogg @nahmatenotnow @Karl_Lauterbach Dann ist doch das Ziel erreicht. Wenn die Sterberate deutlich runter geht, können wir doch zum Normalfall übergehen. Natürlich erst bei einer Impfrate von 60% und mehr.",2,2
26,"@KueranH @AfDimBundestag Frau Roth #Gruene: ""Deutschland verrecke""..., Herr Habeck #Gruene: ""Fand Deutschland schon immer zum Kotzen""...",1,1
27,"@RAinDiercks @NKennerknecht @cducsubt @spdbt @GrueneBundestag @OlafScholz @EskenSaskia @nowabo @TschenPe @spdhh Es fehlt ja aber schon der Grundkonsens und dementsprechend wird schon hierüber inzwischen viel zu lang diskutiert! Wenn der da wäre, könnte man auch die notwendigen Maßnahmen vermitteln....2/x",1,1
28,"@Karl_Lauterbach glauben sie das, was sie da alles vom Stapel lassen? Wenn es nicht so irre wäre, was Ihr da mit den Menschen macht, ich könnte mich kaputtlachen.",1,1
29,"@fdp_nrw @JoachimStamp @ArminLaschet @c_lindner Der Rücklauf der Versammlungsfreiheit ist wohl mit der FDP zu machen, um Feinheiten kann man sich ja noch streiten damit man am Ende als die gute Partei dasteht.",1,2
30,@realTomBohn ....diese Sache mit @LindaTeuteberg hat seinbe ganze Anstandslosigkeit ans Licht befördert.... @c_lindner,1,1
31,"@realandrebauerD @reitschuster @Karl_Lauterbach dann würde ich gerne mal wissen von dir, was verstehst du denn unter dem begriff Journalismus/Journalist?",2,2
32,@Herakles66 @ProChangeTeam @FestbaumL @Bibliophilius1 @Karl_Lauterbach Wie wird denn das Ergebnis dadurch verzerrt?! Das Spiel doch keine Rolle für die Berechnung der Wirksamkeit 🤷‍♂️,2,2
33,"@Markus_Soeder Vorschlag am Rande, lasst doch bitte den Impfstoff von Aldi und Lidl besorgen, die können das wenigstens und können auch transportieren ohne das etwas schief geht. Nicht immer versprechen und jammern handeln!!!",1,2
34,"@spdbt In jedem Fall sollte man nicht dem SPD - Kanzler glauben, das wissen wir ja jetzt. Also Bälle flach halten. Und vielleicht ein bisschen schämen...u.a. für so einen lächerlichen Tweet. Aber für Sie gibt es ja keine roten Linien.... 😉",1,1
35,"@JuliaKloeckner Ähm, der geschäftsführende Gesundheitsminister entstammt deiner Partei. Ich weiß, dass kann man bei so viel Inaktivität seinerseits schon vergessen. Vor der eigenen Tür kehren...",1,1
36,@DigitalerC @c_lindner @ABaerbock um das Phänomen #Baerbock zu verstehen 👇  https://t.co/O4YcEa6f3F  https://t.co/pxDCjCWEwU,2,2
37,"@Jonathan_Happ @VQuaschning @spdbt @Die_Gruenen @fdp Quatsch. Mindestens 25 Millionen Autos werden 2030 Verbrenner sein, eher 30 Millionen. Daher brauchen wir die e - fuels fuer die Verbrenner.",2,1
38,@Zombmoehre @EckertDo @jensspahn @rki_de @pfizer_de @BMG_Bund @hendrikstreeck Vor allen Dingen wichtig fuer Ungeimpfte,2,2
39,"@Karl_Lauterbach (5) Oder abschließend anders gefragt: Was raten Sie vorsichtigen (Risikogruppe-) Eltern, die wissen, dass in der Klasse ihres Kindes sich nur gut die Hälfte der Kinder testen lässt.  #PraesenzpflichtAussetzen",2,2
40,"@jensspahn Hätten wir Februar 2021, dann wäre das eine wirklich gute Leistung. So ist das ein Zeichen des Fehlversagens. Tritt endlich zurück.",1,1
41,"@Karl_Lauterbach Ich sehe eine Unvereinbarkeit zwischen den Aussagen „Durchbricht die Immunabwehr der Impfung“ und „Boostern hilft“. Es war eigentlich klar, dass irgendwann eine Version auftaucht, gegen die die Urtyp-Impfstoffe schlechter wirken. Diese müssen nun angepasst werden.",2,1
42,"@dieLinke @SusanneHennig Ich habe immer links gewählt, aber ob ich dies auch diesmal tue ist fraglich. Die Realitätsferne ist zerstörend. Solange Leute das sagen haben,die noch nie gearbeitet haben ist wahrscheinlich eine andere Partei wähl barer",1,1
43,@larsklingbeil Kandidieren sie etwa auch?,2,2
44,@mausefalle18564 @Karl_Lauterbach Wenn du das sagst🤣🤣🥴 wird  zu  100%  stimmen.,2,2
45,"@phoenix_de @fdp @c_lindner lange nicht in der Situation sind, den Lockdown zu beenden, dass wir mit dem Impfen längst noch nicht die entsprechenden Fortschritte gemacht haben, die dazu nötig wären (die FDP selbst weist doch ständig darauf hin - wie passt das zusammen??), sondern weiterhin beides nötig ist.",1,1
46,@RAinDiercks @Karl_Lauterbach Der ist ja bald eh hinfällig. Für morgen liegen wir bei um die 40.000 Neuinfektionen. Da wird die Inzidenz natürlich mit steigen.,2,2
47,"@HoldiHood @werner_oesch @Herbert_Diess @ArminLaschet @OlafScholz @andreasscheuer @ABaerbock Aber nur kurzzeitig und für kürzere Strecken, das weglassen geht nicht. Längere Transportwege wie sie z.B. beim Import entstehen würden sind da nicht drin.",2,2
48,@Karl_Lauterbach Ab wann?,2,2
49,@katarinabarley @GrueneBundestag @OlafScholz In welchem Land haben Sie nochmal Justizminister gelernt? Nordkorea?,2,2
50,@PapaSmurf0815 @c_lindner @_FriedrichMerz @CDU @fdp Träumen Sie weiter.,1,2
51,Surealer Auftritt von @c_lindner auf @FDP Parteitag. Mit welcher real existierenden #Partei möchte eine #Koalition oder will er die einfache #Mehrheit holen? Um #Egoisten kann es einsam werden. Wohin wurde  Deutschlands #Reichtum verteilt? Ohne soziale Politik keine #Freiheit,1,1
52,"@b_riexinger @CDU Wer fordert das? Lassen Sie dieses Lügen und die Verunsicherung. Es wird von einer Ergänzung geredet,nicht von einer Ablösung",1,1
53,"@Karl_Lauterbach Ich fänd es für die Kampagne hilfreich,wenn die Bildwelt endlich der Hauptrisikogruppe angepasst wird u so ein Bewusstsein für die individuelle Betroffenheit gefördert wird. Je älter,umso wichtiger die Impfung! Bilder der Gruppe u20 wiegen die Risikogruppe in falscher Sicherheit.",2,1
54,@_FriedrichMerz Als Bettvorleger zum Parteivorsitz? Opportunisten wie Sie werden die CDU nicht retten.,1,1
55,"@HupgensJo @dieLinke @berlindirekt @Janine_Wissler Rauch mal weniger, das geht böse aufs Hirn.  https://t.co/tknZkwlLEV",1,1
56,@Karl_Lauterbach Warum gibt es keine Impfung gegen Lauterbach?,1,2
57,"@HeikoMaas Ich frage mich, warum dann Millionen in unser Land wollen, wenn bei uns angeblich alles so rassistisch ist?",1,1
58,@Grundwolf @JoanaCotar @Markus_Soeder Weil Somalia bekanntlich direkt an Deutschland grenzt.,2,2
59,"@ChristophGuetig @Karl_Lauterbach Nein, ich scheiß mir in die Hose vor der Impfung. Diese Angst. Lieber geh ich auf die Intensiv,sind ja genug Plätze frei. Die da liegen sind doch nur Faulenzer. Urlaub auf unsere Kosten",1,1
60,"@BjrnHartmann8 @Johann_v_d_Bron @Karl_Lauterbach @JanJosefLiefers Der Punkt ist eigentlich ein ganz anderer. Wenn es eine offizielle Impfpflicht gäbe, müsste der Staat in Haftung gehen bei Impfschäden.",2,2
61,"@_FriedrichMerz Wichtigste Frage überhaupt!!!1!!1  Sterben grad noch Menschen? Haben Menschen gerade eventuell nichts zu Essen, auch in Deutschland?",1,2
62,"@_FriedrichMerz Kein Wunder. Eure Partei ist halt auch einfach komplett inkompetent. Anstatt erneuerbare Energien auszubauen eröffnet ihr Kohlekraftwerke. Zurückgeblieben hoch 10. Schaut nur was euch persönlich finanziell gut kommt, der Rest ist euch doch vollkommen gleichgültig.",1,1
63,@spdde @OlafScholz Vielleicht erreicht man ja auf diesem Weg noch Menschen. Hoffentlich. #ImpfenSchuetzt #ImpfenRettetLeben #impftod ist Unsinn,1,1
64,"#Bundestagswahl21 @AfD @CDU @CSU @spdbt @Die_Gruenen @fdp @dieLinke Ich wollte mal ein lustiges Spiel vorstellen, dass ich ab und an spiele, wenn ich den Tag ansonsten nichts zu tun habe. Das geht so. Bundestagsdebatten gucken. Und immer wenn die AfD kacke labert einen trinken.",1,2
65,"@ClausStrunz @ArminLaschet @jensspahn @_FriedrichMerz @n_roettgen @Markus_Soeder @CDU Oder es heißt einfach, dass es bis zum September noch einen Parteitag geben wird lol",0,2
66,@Ralf_Stegner Da gehörst du aber nicht dazu.,2,1
67,"@ChristophReis1 @johannesboie @RaHaake @ABaerbock @welt @CDU @CSU @ZDF @ARD_Presse Sie habens offenbar immer noch nicht kapiert. Das mit den Masken war eine Riesen Sauerei, keine Frage. Aber wer sich dann hinstellt auf andere zeigt, selbst aber nicht besser ist und Geld nimmt das nicht für einen bestimmt war, muß dann eben auch die Schelte einstecken.",1,1
68,"@geitling @ArminLaschet @LEE_NRW @landnrw @CDUNRW_Fraktion @hovenjuergen @inascharrenbach Bei mir ist bislang nichts angekommen. Aber geben wir ihnen etwas Zeit zum Nachdenken, das kann nicht schaden.",2,2
69,"@Markus_Soeder Boykott, gegen irgendeine Person wegen ihres Zusammenarbeitens mit den Alliierten Streitkräften oder mit der Militärregierung; 43. Verhalten, das gegen die öffentliche Ordnung oder die Interessen der Alliierten Streitkräfte oder eines Angehörigen derselben verstösst.",1,2
70,"@PaulZiemiak @WELTAMSONNTAG Nur in deiner kleinen Welt Paul, die wirklichen Probleme blendest du aus.  Deine Partei ist aus der Zeit gefallen.",1,1
71,@MiKellner Fast Fakten frei und verleumderisch - also ein ehrlicher Spiegel der Grünen Ideologie,1,1
72,"@BeidlJuan @fdp @c_lindner Und wie ist dein Plan? Denkst du die „reichen Freunde“ bleiben in Deutschland wenn rot-grün an die Macht kommt? Diese tollen Grafiken bringen gar nichts, wenn deren Kapital/Firmen dann langfristig ins Ausland abwandern. Dann wird zwar einmal kurzfristig groß Kasse gemacht durch",2,1
73,"@DonFernando59 @ntvde @jensspahn Eine 2 Wochen Lockdown sind teurer als die gesamte Impfstoffbeschaffung, das hätte man erahnen können, auch als Banker.",1,1
74,"Was ist wohl zuerst da: Die Bezahlung der #Bürgertests von @jensspahn oder die Novemberhilfen von @peteraltmaier?  Nach den Desastern ""Impfstrategie"" und ""Corona-App"" schalten Sie wieder ein, wenn es heißt: Was setzt die Bundesregierung als nächstes in den Sand? #schnelltests",1,1
75,@dieLinke @GregorGysi @Janine_Wissler @DietmarBartsch @ernst_klaus @NicoleGohlke Die Schickeria kackt sich schon ein!,1,1
76,"@mucknelda @StBrandner Frau Merkel fällt nicht, #Dappes !  https://t.co/plq4ukNQdk",2,2
77,"@Michi34523822 @PaulRzehaczek @Dreilaender @Karl_Lauterbach Sieht für mich wie ein Tapetenstück aus - schon allein von der Struktur her. Auch ist die Kante rechts, ist schon sehr verdächtig 😉",2,2
78,@olivergr2019 @Stefan_Hajek @thestanceman1 @chris_thirst @ButzemannD @MalteKaufmann @MaxFichtner Das stimmt nicht,1,1
79,"@Karl_Lauterbach In der Langsamkeit in der unser Staat zur Zeit agiert, werden wir wohl Wochen brauchen, um die Impfordnung zu ändern. Diese Unflexibilität ist unerträglich.",1,1
80,"@Karl_Lauterbach Ich hoffe das mit den Universitäten stimmt nicht. Ich selbst und alle die ich kenne starten aktuell ins dritte online Semester, so gut wie keiner von uns hat im letzten Jahr einen Kommilitonen in persona gesehen.",2,2
81,"@Die_Gruenen @MiKellner vornehmste Aufgabe der Politik ist  effektive, effiziente und gerechte Besteuerung",2,2
82,@MelanieDeepDive @PaulZiemiak Ein Tipp @MelanieDeepDive:  https://t.co/TFL8f8SCPC,2,2
83,"Hat man @_FriedrichMerz eigentlich schon mal danach befragt, wie er es geschafft hat, die perfekte Karikatur von Mr. Burns zu werden?  https://t.co/EnKHl1rdUd",2,2
84,@henningtillmann @DoroBaer War das Sarkasmus?,2,2
85,"@Karl_Lauterbach Da ist endlich die Variante die dafür Sorgen wird dass der Impfstoff sich verändert, Pharmaindustrie weitere Milliarden erhalten und Menschen ihre weitere Dosis-Dröhnung erhalten.  Das hätte man nicht ahnen können dass diese Variante kommt 🤭",2,1
86,"@Karl_Lauterbach @Die_Gruenen Es gibt keine 'kleine Unehrlichkeit', Herr #Lauterbach. Auch wenn es im politischen Sprachgebrauch gern verwässert dargestellt wird, handelt es sich dennoch um eine Lüge, die ich von den #Gruenen so nicht erwartet hätte.",1,1
87,"Auch @danielreitzig wird die @spdde verlassen. Es gehen die falschen Genossen, diejenigen die eigentlich für die Kernwerte dieser Partei, gegen den neoliberalen Ausverkauf stehen. Im WBH in Berlin mussten eh längst schon alle Alarmglocken schrillen.",1,1
88,"@sarfeld @ArminLaschet Solange es keine Distanzierung von #Maassen gibt, distanziert sich #Laschet|s auch nicht von den Inhalten der #AfD...  Die Distanzierung ist reines Konkurenzdenken...   #NazisRaus #LaschetRuecktritt #CDUrausausderRegierung",1,1
89,"@OlafScholz Es geht immer um Tempo, auch in der Pandemie im übrigen. Je länger man Dinge unkontrolliert laufen lässt, desto größer der Schaden. In beiden Fällen, Pandemie und Afghanistan,  bezahlen wir zögerliches Handeln mit Menschenleben. Wer übernimmt die Verantwortung?",1,1
90,"@humanprojekt @janusPrime @SebastianWetz @DnielSchmlhofer @HalleVerkehrt @Stefan_Hajek @SWagenknecht Mit der Brenntoffzelle benötigen wir wesentlich mehr Energie zu erzeugung des H2. Also auch mehr Ressourcen für Windräder, PV, Wasserkraft usw... Widerspricht dem sparsamen Ressourceneinsatz.",2,1
91,"@Ralf_Stegner Mit dem derzeitigen unterirdischen Personal, also solchen Typen wie du, hat die Sozialdemokratie keine Zukunft, bei den nächsten Wahlen werdet ihr noch mehr abgestraft, völlig zurecht übrigens...",1,1
92,"@PaulZiemiak @ArminLaschet Unsympathisch + selbstherrlich war eher mein Eindruck. Nüchtern betrachtet bestand das gesamte Gelaber von Laschet aus der CDU-Worthülsensammlung der letzten 40 Jahre, von denen die CDU 32 Jahre am Regieren war + sich um nichts anderes als das Wohl der Lobbyverbände gekümmert hat",1,1
93,"@Ralf_Stegner @ArminLaschet @OlafScholz @spdde Träumen Sie mal weiter! SPD hat das hinter sich,  was CDU gerade falsch macht. Deswegen ist die SPD aber nicht besser geworden!",1,1
94,@Julien45488545 @Karl_Lauterbach @FuestClemens Von wem? Von seiner Ex-Frau?,2,2
95,"@yoga_and_more @LoveGuerillero @JuliaKloeckner Ich bin bei dir, hoffe dass die CDU abgewählt wird, das verkaufen der Arten um ihrer Selbstwillen, ist das Hinterletzte, sie verkaufen Kinder, Enkel in der Hoffnung das letzte rauszuholen. Verteidigt wird durch Aufrüsten mit Waffen, die noch mehr Müll hinterlassen. #AKK",1,1
96,@josef_ferdinand @CDU @ArminLaschet @3nach9 Oder einfach weiter die primären Lobbygruppen unterstützen statt schnell und entschlossen zu handeln. Danke dafür 👍🏼,0,1
97,"@c_lindner @fdpbt Ob dieser Plan das Gelbe vom Ei ist, wird sich hoffentlich herausstellen. Der Ansatz ist richtig. Bürger brauchen eine Perspektive. Und „wenn - dann“ Anreize unterstützen die Motivation. Anderswo soll das einfache Konzept mit roten und grünen Zonen gut funktioniert zu haben.",0,0
98,"@Virgosingularis @Fazer_DDorf @b_riexinger @janfleischhauer @BioNTech_Group Daraus den Schluss zu ziehen, es sei sowieso alles staatlich ist kindlich &amp; strotzt vor Ahnungslosigkeit. Als wenn Uni keine Gelder aus der privaten Wirtschaft bekämen und es keine Steuern geben würde.",1,1
99,@Karl_Lauterbach Wie erbärmlich ist das auf Einzelne einzugehen  Lauterbach du S..,1,1
100,@CDU @ArminLaschet Endlich G2 ??,2,2
101,@1900HO @Karl_Lauterbach @JanJosefLiefers Kann keine Hetze erkennen. Was meinen Sie?,1,1
102,"@PaulZiemiak Ich fasse es nicht, wie kann man nur so einen Tweet absetzten? Paul, Du hältst doch wohl alle für dement und dumm? So wird es auch in 4 Jahren nicht klappen…",1,1
103,"Ey ich bin so pissig ganz ehrlich. Hätte morgen Impftermin. Wurde natürlich abgesagt, anstatt einfach einen von den anderen VERFICKTEN Impfstoffen zu nehmen, nein erstmal ALLE Termine absagen. Bravo @jensspahn 👏🏼👏🏼👏🏼",1,1
104,"@pepemar79565814 @feldafinger @ChristophBeisl1 @c_lindner ja, eine Impfpflicht führt zu gar nichts. Es gibt ja keinen Impfzwang. Das ginge auch gar nicht. Insofern ist das eine Scheindiskussion",1,1
105,"@janvoss81 @miramoto11 @JonasBruns4 @Karl_Lauterbach @FridayForFuture @fdp Das muss diese fragile Männlichkeit sein, von der man immer hört…",2,2
106,@PaulZiemiak @CDU Du würdest doch keinen müden Cent für die Ehrenamtler aufwenden. Aber du kassierst gerne. #WireCard #cduparteitag #cdupt21,1,2
107,@DonKamillo8 @SprichWahrheit @ergroovt @Karl_Lauterbach @EricTopol Geht's dir gut in deinem mathematischen Fantasia *Lala-Land 😂   https://t.co/ZUopNQOscd,2,2
108,@_FriedrichMerz @handelsblatt Oooder:    https://t.co/AtLqjjErJg,2,2
109,@TomateSaller @Arabica16 @luke4785 @kisoudis @KonstantinKuhle @fdpbt Ich hab dich gefragt! Warum brauchen wir deiner Meinung nach eine hohe Impfquote?,2,2
110,@nichtwirklich3 @abnonhar @Die_Gruenen Und der Druck der dadurch entsteht... Unfassbar! #SchwereSchuld,1,1
111,@Karl_Lauterbach Müller ist doch mit der ganzen Mannschaft nach karta geflogen oder? Wiso konnten die am Montag schon wieder gegen Armina Bielefeld antreten? Gibt es beim Profisport keine Quarantäne Verordnung wie bei Schulen? Da reicht schon ein positiver Fall und die Schule zu.,2,2
112,@Wahrheit005 @ArminLaschet Besser nicht,1,2
113,"@PaulZiemiak Herr Ziemiak: ""Führung, Verantwortung und ein konkreter Plan!"" Sieht das bei Euch echt so aus, liebe #CDU? Bei wem sollte ich dann wohl mein Kreuz machen, wenn das schon alles ist, was Ihr zu bieten habt? #CDUnwaehlbar #btw21",1,1
114,@BananaInstitute @Max_Fischer_GR @hubertus_knabe @SusanneHennig @TiloJung @Markus__Lanz @welt Jens Spahn beschäftigt sich mindestens seit 2005 durchgehend mit Gesundheitspolitik. Hilft jetzt auch nicht wirklich.,1,1
115,"@RaphaelBrinkert @OlafScholz @spdde Schon mal das ""Kandidat"" abkratzen?",2,2
116,@rettiwtaccount @OlafScholz auch wenn nicht richtig getragen bzw nur medizinische Maske (keine FFP2),2,2
117,@Michael46197333 @Karl_Lauterbach Kein Eigeninteresse. #spd #allesindieParteikasse @KuehniKev  https://t.co/PYLbdaYSOQ,2,2
118,"@Panthea2019 @heilkrauter @spdde @welt Liebe Panthea, das ist schon länger keine wählbare Partei mehr. Siehe Anhang!  https://t.co/kZvK1mfuHx",1,1
119,. @jensspahn @MAGS_NRW Mitte Juni ist jetzt vorbei. Wann kann man denn wenigstens wieder Termine machen?  https://t.co/sdCcZ24TUz,2,2
120,"@Sebasti68027578 @WDRaktuell @rezomusik @TiloJung @zeitonline @ABaerbock @ArminLaschet @OlafScholz Darum geht es Rezo nicht. Er will, Klicks, und die bekommt er nur, wenn er Laschet, schlecht aussehen lässt. Seine Methode",1,1
121,"@bzga_de @DaniLudwigMdB lel , Dachte das ist Unterrichtsmaterial für Schüler, aber stimmt ist ja Illegal, wenn jemand was darüber lernen  will Sollte er am besten zum nächten Dealer gehen und bisschen Armesia Super hanf haze kaufen.",1,2
122,"@c3nC3 @MsKarlLothar @milan_nitzschke @ArminLaschet @CDU @fdp lärm absolut 0, von dem bekommt man erst was mit, wenn man fast direkt druntersteht und unangenehm, dass sich da was dreht, war es auch nie",1,2
123,"@bollerkopp @MatthiasRehfel1 @tz520 @Die_Gruenen @ABaerbock @zeitonline Und es verdienen nicht viele in einer „mittleren Führungsebene“ 150k. Gerade mal 3,6% der Einkommenssteuerzahler verdienen mehr als 125k.  Man zählt sich gerne zur Mittelschicht und vergleicht sich mit „oben“. Aber das ist absolutes Oberschichteinkommen.   https://t.co/p1g7NI8K0J",2,2
124,@bmel @JuliaKloeckner Ist die Klöckner immer noch nicht bei Nestlé?,2,2
125,"@Bjrn468080681 @ZongReal @JohnCPT1 @RadaSeigfried @SHomburg @Karl_Lauterbach Mir ist das Wurst, weil es keinen Unterschied macht ob die das für richtig halten oder ich oder sonst wer. Es gibt dafür Experten, die das Hauptberuflich machen. Verrückt wird es erst, wenn man der Meinung ist, besser zu sein als ein langjähriger Experte 🙄",1,1
126,@stran_d @GrueneBundestag @filizgreen @cem_oezdemir @GoeringEckardt Ich bin für kollektive Empörtheit. Fahne auf halbmast und 3...2..1 unkontrollierten Tränenfluss.,1,1
127,@Karl_Lauterbach Diese Aussage soll nur etwas die Vergleichbarkeit der Zahlen kommentieren. Die Grundaussage der hohen Inzidenz in dieser Gruppe streite ich nicht ab.,2,2
128,"Ich wäre Ihnen, Herr @Markus_Soeder, als meinem obersten Dienstherrn sehr dankbar, wenn ich wenigstens in den Ferien planen könnte, wie ich danach unterrichte. Heute zu wissen, dass #Schulen noch zwei Wochen ganz zu sind und nur Abiturienten kommen, wäre einfacher, als gar...",2,2
129,"@Die_Gruenen Und deshalb holzt man Wald für die grünen Windräder ab, macht den Boden wo die Windräder stehen für immer kaputt und schreddert Lebewesen. Welch eine verlogene Politik.",1,1
130,"@_FriedrichMerz Scholz ist für viele halbwegs akzeptabel, die linksideologische SPD jedoch längst nicht mehr.  Deshalb ist alles auf Scholz zugeschnitten. Essen, Kühnert und viele andere stramm linke Sozis halten sich eher zurück, um Mitte-Wähler nicht zu verschrecken. Aber nur bis zur Wahl....",1,1
131,"@LarsRommel @Karl_Lauterbach @c_drosten @hendrikstreeck Das habe ich mich auch gefragt. Hatte aber noch keine Zeit, der Sache auf den Grund zu gehen.",2,2
132,"@FabianBeine @Rezo @PaulZiemiak @ArminLaschet @CDU Frag mich echt was sie dir ins essen getan haben, dass du diesem Verein freiwillig folgst. WAS TUN DIE FÜR DICH?! Oder erhoffst du nur im großen Korruptionsgame mitspielen zu dürfen? 👀",1,1
133,"@StimmederVernu9 @DerEchteGrubert @AlfredNeumann14 @HammesWolfgang @Dr_Demokratie @Jay_oder_so @_neededCitation @LischenEh @rhabarbeer @freevika_ @Volksverpetzer @lupinien70 @asta_die @ABaerbock @MartinSonneborn @SWagenknecht @SEENOTRETTUNG Ich finde auch 2 Reihe ganz rechts sehr zutreffend 😝...wir können uns ja hier vor lauter ""Manaus-Monster-Mutanten"" (schöne Alliteration) kaum retten, geschweige denn vor ""Indern""...🤦🏽‍♂️was nichts verharml soll, aber es leben nun mal nicht 7,8 Mrd. Menschen gem. in einer Turnhalle.",1,1
134,@cducsubt @BMG_Bund @RemindMe_OfThis in 6 month. Warum doe Union Wahlergebnisse wie die SPD einfährt.,2,2
