,text,sentiment,pred
72,"@prinzessinrena Punkt ist einfach, dass @ArminLaschet seine eigene Befindlichkeit vor die Fähigkeit eines @Markus_Soeder, der zu Recht viel beliebter ist, gestellt hat. Gehts schief muss das ganze Präsidium der @CDU geschlossen zurücktreten. Inkl. @PaulZiemiak",1,1
73,@HenningT6 @MarioWettlaufer @OlafScholz Oder gestrichelt (in Erinnerung an einen BK Schröder).,2,2
74,@MartinBohm11 @StBrandner Abweisung*,2,2
75,"@SErhabenheit @Alice_Weidel Genau, nur für Leute aus Nichtanrainerstaaten... Unter anderem auch, aber ich auch glaube, dass diese Kulturen aus dem Mittleren und Nahen Osten nur Probleme mitbringt. Wir holen die Kurdenfrage in unser Land, den Palästina Konflikt. So machen wir uns selber zum Nahen Osten...",1,1
76,@Alice_Weidel kommst du ins Schwuz am 30. Oktober? Ist die Wiedereröffnung,2,2
77,"Heilsbringer Wasserstoff?  Läuft nicht. Als Energieträger nur geeignet, wo Elektrifizierung unmöglich.  Deshalb: Go electric! Mit möglichst vielem dezentral erzeugten Strom aus Wind und Sonne.   https://t.co/LihJAJlZUf  #faktenstatteinlullen   @c_lindner @OlafScholz @baerbock",2,2
78,"@Chill_Schote @BoSaibot @rrunforyourlife @Karl_Lauterbach Das macht doch die ganzen Queer+Leerdenker aus. Bildung an YoutubeUni, ungeprüft Bildchen inhalieren u verbreiten. Gesund leben, ihnen passiert schon nix, einfach nachmachen.  Wenn dann doch mit C auf ITS, dann ""Doc, bitte 1 Impfe"", aber Doc ""Jetzt is zu spät.""",1,1
79,@jurgen_rummel @DietmarBartsch @derspiegel Superreiche abschieben heißt die Devise! Wer hier nix leistet kann sein Zelt auch auf den Cayman Inseln aufschlagen.,1,1
80,@MrsLiberalina @c_lindner Eigentlich sollte Lindner das Bild auf seinem Account posten und nicht umgekehrt.   „@MrsLiberalina 🗽“,2,2
81,@Schmidtlepp @jensspahn SpahnScheuer,2,2
82,"@freizeitgraf @Karl_Lauterbach Warum soll man nicht selbst über sein Leben bestimmen dürfen? Beim Alkohol-, Drogen-, Medikamentenmissbrauch mischt sich der Staat doch auch nicht ein. Warum impfen lassen, wenn es die Geimpften nicht immunisiert?",2,2
83,"@kuckuk_g @Karl_Lauterbach Haben Sie als Geimpfter Angst vor mir? Haben Sie kein Vertrauen in die Impfung oder woher rührt das Ganze?  Oder einfach nur Bock sich moralisch daran aufzugeilen? Erklären Sie es mir, bin gespannt ;)",1,1
84,"@stadtkindd @dunjahayali Frau @Alice_Weidel machte auch keine gute Figur im Zeit Interview, wo es um die Klimaerwärmung ging. Hier ignorierte sie auch immer einfach alles und leugnet alles ab.  Da hilft nur die Gegenkoalition zu wählen, mit der sie zusammen arbeiten müsste. #b3107 klar für Impfung!",1,1
85,"@Andre982020 @BerlinerNotizen @BriHasselmann @OlafScholz Aber nur bei bestimmten Themen, sonst ist von denen nicht viel zu sehen.",2,2
86,@DFoest @fdp Ich bin ja nicht schwul und aus der FDP ausgetreten. Aber ich wiederhole mich.,2,1
87,"@janskudlarek Welche Entscheidungen @ArminLaschet treffen soll, sagen ihm ja schon die Vorstandsetagen der Energieunternehmen, Kohleindustrie, andere Wirtschaftslobbyisten und die gut geschmierten Parteikollegen aus @cducsubt . Dazu empfiehlt sich die letzte Anstalt.",2,1
88,"@Stefan_Birkner @CDU @Die_Gruenen @spdde @fdp Ach und deshalb sagen sie dazu lieber mal gar nichts, oder was? Die Sprüche der FDP sind immer gleich. Sie sind vor 40 Jahren irgendwo hängen geblieben!",1,1
89,@voglerk @cem_oezdemir Der Cem hat mehr als 15000€ im Monat dem ist das Elend der Hartz4 Empfänger egal.,1,1
90,@Sophisterei @__anygma__ @DrVandenberg @NowaboFM @jusos @jessi_rosenthal @KuehniKev Euch muss man Witze erklären. Tja....🤷🏼‍♀️,2,1
91,@pablocasado_ @sebastiankurz @LeoVaradkar @ArminLaschet Kannst du schon Deutsch? 🟥🤣🤣🤣,2,2
92,"@Amie42 @CDU So weit ist das Projekt meines Wissens noch nicht. Es ging zunächst darum, das Einverständnis der Bevölkerung einzuholen, eine Windvorrangfläche einzurichten und eine Bauleitplanung innerhalb von #10H anzustoßen.",2,2
93,#LasstAuchDieGrundschulenZu #StopptDurchseuchung ihr könnt nicht sagen ihr hättet nicht gewusst wie gefährlich die Situation ist @TschenPe @hh_bsb @Senat_Hamburg @HBraun,1,1
94,@_LilliFischer @_FriedrichMerz Genau jetzt müssen wir gemeinsam anpacken Die CDU muss wieder geschlossen Agieren anders kann man keine Volkspartei sein,2,2
95,"@StBrandner Was soll das werden am Freitag? Kasperletheater Teil 3? Wieso hat sich Höcke denn nicht letztes zur Wahl des MP gestellt? Ich vermute aus dem selben, warum es jetzt macht! Er wird nie und nimmer gewählt, was die AfD genau weiß! Aber Freitag rumheulen wie antidemokratisch die ...",1,1
96,"@Alice_Weidel Sie wird gar nicht reagieren. Warum sollte sie. Ihr sind die ""Gäste"" wichtiger als ihre eigene Bevölkerung. Davon abgesehen wüsste sowieso jeder, dass ihr Mitgefühl nicht ernst gemeint ist.",1,1
97,@avbelow @MarcoBuschmann @spdbt @GrueneBundestag @fdpbt Hausarrest für alle Ungeimpften. Ungeimpfte dürfen das Haus nur noch für Impftermine verlassen. Dann schaffen wir es.,1,2
98,"@AMachtnix @andikynast @ZDFheute @b_riexinger Die größte Revolution wäre es, wenn 75 nachdem Adolf ins Gras bzw. in den Teppich gebissen hat, der Rest der Drecksnazis seinem Beispiel folgen würden.",1,1
99,@Karl_Lauterbach Tja Herr Stamp lässt die Kitas auch bei Inzidenz über 200 auf. Was sagen Sie dazu? Das nenne ich Mord,1,1
100,"@_FriedrichMerz Wie setzt man denn durch, dass Menschen nicht ohne Führerschein Autofahren? Richtig, sporadische Kontrollen und harte Strafen! 2G reicht nicht, aber hauptsache, Sie sitzen sicher im Bundestag! Furchtbar!",1,1
101,@gruene_jugend @oekofuzzi Einfach mal als Regierungspartei z.B. in Berlin mehr Sozialwohnungen schaffen. Das hat Olaf Scholz /  die SPD in Hamburg auch hin bekommen.,2,2
102,"@Karl_Lauterbach Sie haben doch auch die 200 Grenze beworben, obwohl wir vollkommen schutzlos sind! WIR SIND NICHT GEIMPFT! WEDER KINDER NOCH ELTERN!",2,1
103,@Die_Gruenen @ABaerbock Woher kommt der Strom im Winter bei Flaute?,2,2
104,"@spdbt Klar doch, Was hat Ästhetik im Ballett zu suchen 🤔   https://t.co/XK2Y6KmJCz",2,2
105,@Ralf_Stegner Eure Politik und dieses Gerede machen doch die AfD erst stark.,1,1
106,"@MarionaMarione @Karl_Lauterbach Da rennen Sie bei mir offene Türen ein. Das ist nichts weiter als ein Druckmittel, sich impfen zu lassen. Epidemiologisch fliegt so - um Kekulé zu zitieren - ein Tarnkappenbomber durch die Bevölkerung. Also entweder alle testen oder keinen.",1,1
107,"@PaulZiemiak Das ist, mit Verlaub, lächerlich.",1,1
108,"@TarchSoyEnLlyom @ulfposh @welt Hier geht’s weiter mit @KonstantinKuhle  alle springen wieder mal sehr unüberraschend drauf an Korrupte CDUCSU….?Fehlanzeige  Laschet Vergangenheit…?Fehlanzeige  Es ist so offensichtlich,so undemokratisch,so ablenkend kindisch Es hat was von Psychoterror…",1,1
109,"@mephistomann @maternus @Psch27389151 @Die_Gruenen @diegruenen @FraktionGruenBW @GRUENE_Hamburg @GRUENE_LSA @GrueneBundestag @GrueneFrakNRW @GrueneFraktionB @gruenehessen @GrueneLtRLP @GrueneBW @ToniHofreiter Die Regierung tut nur, was die Ärzte ihr sagen. Die Ärzte vertreten ein überholtes, angstbasiertes, faschistisches biomedizinisches Modell. Fangen Sie an, sich den Ärzten zu widersetzen. Das wird die Horrorshow beenden.  https://t.co/6Wnbzh2rcY",1,1
110,"@ropietsch @docsteinmetz @pYranhia @SeijaKk @depperla @LibanFa @jusos @JusosBayern @hanfverband @spdde Nicht gegen aber auch nicht für, die SPD eiert rum, positioniert sich nicht klar und handelt oppurtun im Windschatten der CDU/CSU und fungiert als deren rückratlose Steigbügelhalter. Warum nicht mal klare Standpunkte haben. Dachte Demokratie und Diskussionskultur sind vereinbar.",1,1
111,@Tino_Chrupalla @Karl_Lauterbach Lügner 🤥,1,1
112,"@ReulaStine @k_rationalism @Die_Gruenen @spdbt @fdp @k_rationalism massiv meine Behauptung anzweifelt, jemand wolle ""Abtreibung bis Geburt völlig legalisieren"", obwohl er selber weiß, dass das die Rechtslage in Kanada, UND er weiß, dass es Sympathien für diese Regelung gibt, nd er SELBER Sympathien für diese Regelung hat.",1,1
113,"@KonstantinNotz Für die ""neuen"" Ideen hatte die CDU/CSU 16 Jahre Zeit. Wenn dabei Maskenskandale, Korruption und Pandemiechaos rauskommen... Nein,danke",1,1
114,"@womenandmovies @spdrlp @HeikeRaab @Alex_Schweitzer @Doris_Ahnen @hendrikhering @larsklingbeil @UmutKurt_SPD @verenahubertz @KazunguHass @Sabine_Baetzing @DanielaHohmann Wenn keins im Briefkasten in den nächsten Tagen ist, dann gerne in der Geschäftsstelle abholen.",2,2
115,@Karl_Lauterbach Die Beschreibung der sozialen Ungleichheit neben dem Klimawandel als größte Probleme der nächsten Jahre fand ich stark.,0,0
116,@AfD_FraktionNRW @ArminLaschet Was ?! 🤣🤣🤣 hat er Candy- Crush gespielt &amp; nicht aufgepasst? Das ist ja ein Ding 🤣🤣🤣👌🏽👌🏽👌🏽,2,1
117,"@CorneliusRoemer @CDU @AfD @ArminLaschet @infratestdimap Die Befürworter eines Lockdownssind bei den Grünen und bei der CDU, also bei Wählern,  denen es gut geht, die viel verdienen. Vielleicht denkt Herr Laschet an die sozial Schwachen, die um ihre Existenz oder um die psychische Lage ihrer Kinder fürchten. Vorbildlich, finde ich.",0,0
118,"@Andi_Wagner @Markus_Soeder @MichaelPiazolo @dieLinke 3 mehr wegducken möchte. Es muss etwas geschehen. Es muss eine Veränderung vollzogen werden, wir müssen die Welt auf Fakten und Evidenzen basieren lassen und auf dem großen Gedanken der Solidarität auch unter den Völkern. Damit meine ich kein neokommunistisches Geschwurbel,",1,1
119,"@katarinabarley @Mohrenpost @GrueneBundestag @OlafScholz Sorry @katarinabarley, habe ihren Namen verhunzt",1,1
120,"@jens_140081 @punktpreradovic @tagesschau @Karl_Lauterbach Prima! Da gehören Menschen, die anstatt Mitmenschlichkeit nur mehr ihrer Virenfreiheit frönen, auch hin! Ernennen wir die Lauterbach-Anhänger doch gleich zur ""Kontrollgruppe"" und lassen wir sie in ihrer ""geschützten"" Isolation, während wir unser erfülltes Leben wieder aufnehmen!",1,1
121,"@_FriedrichMerz Habe ich bei #Lanz richtig gehört, dass Sie ganz grauslich Gendern mit Glottisschlag?",1,1
122,"@ZDFWATCH @coronawarnapp @rki_de @BMG_Bund @Karl_Lauterbach @hkautz Ja, das sollte alles gehen, solange das Zertifikat korrekt ausgestellt wird.",2,2
123,Bitte fangen Sie mit dem Visumsprozess an.  #EducationIsNotTourism #DirectMasterStudy #NecessityToBePresentInGermanyForExams @Germanyiniran @heikomaas @germanyDiplo @auswaertigesAmt @DAAD_Germany @derspiegel @dw_persian  https://t.co/mRXg5stiEj,2,2
124,@tomdabassman @maybritillner Die #Union kann halt nur Lockdown. @MPKretschmer @CDU,1,2
125,@Werner01951475 @Joerg_Meuthen Lächerlich,1,1
126,@Karl_Lauterbach @PIRATEN_Lev Meine Heimat! 😊 #Leverkusen,2,2
127,"@Mirko17817058 @sebastiankurz @ArminLaschet Naja... Wir haben CumEx, Rechtswidrige Polizeieinsätze und Fehlerchen in einem Buch... wollen Sie das jetzt wirklich alles gleichwertig betrachten?",2,1
128,"@lisapaus @CDU @fdp @sven_kindler @lastenradtest @StefanGelbhaar @cem_oezdemir @Storch_i @GrueneBundestag @GrueneFraktionB @gruene_berlin @Die_Gruenen Nicht nur in der Innenstadt, kann auch auf dem Land sinnvoll sein.",0,2
129,@LucScho @HHumorlos @Li_St_ Ach muss diese Eigenwahrnehmungsblase schön sein. Hat @jensspahn eigentlich schon die Liste der Spender vorgelegt? Wer hat eigentlich noch alles an Maskendeals verdient? Welchen Konzern fördert @peteraltmaier heute trotz Infektionsgeschehen? Was hat @andreasscheuer geleistet?,1,1
130,@KartesMdB @cducsubt Jetzt geht die @Junge_Union zu weit,1,1
