,id,source_account,source_party,tweet,sentiment
40,1475230739725790976,cem_oezdemir,GRUENE,@Weserlied @satisfymysoul93 @Holger_Lucius @cem_oezdemir Bekannte hat als Erzieherin ein Jahresbrutto von rund 50k€...,NEUTRAL
41,1426989456351969024,PaulZiemiak,CDU_CSU,@PaulZiemiak Paulchen Ziemiak redet mal wieder gequirlte Scheiße.,NEGATIVE
42,1430770113020669952,cducsubt,CDU_CSU,"@cducsubt @ntvde @rbrinkhaus Ihr Politiker, gleich welcher Partei, seid eine verdammte Schande für die deutsche Bevölkerung.  Und was ist? Euer Zugriff auf Steuergelder bringt euch Millionen-Villen ein, die man ganz klar nur durch Lobbyismus bezahlen kann. Aber man will ja Vermögen sichern, gell.",NEGATIVE
43,1346511916173304064,_FriedrichMerz,CDU_CSU,@BorisNMoellers @_FriedrichMerz Ich übrigens auch. Dieses Bild von meiner Tochter und mir hatte mir ein guter Freund entsprechend gephotoshopt und mir zugesendet. Mir gefällt es sehr!,POSITIVE
44,1475738266154508032,cem_oezdemir,GRUENE,"@MiYagi83053006 @polenz_r @berndulrich @cem_oezdemir Welche Gründe sollen das sein?  Und wenn wir alle wirklich nur ab und zu Fleisch essen würden, hätten wir eh weit weniger Probleme.  Ich lebe selber auch noch nicht komplett vegetarisch aber esse nur noch sehr selten Fleisch.",NEUTRAL
45,1418233352419782912,b_riexinger,LINKE,"@b_riexinger Noch 'ne Linksextreme (lt. Verfassungsschutz) wäre Ihnen sicher lieber gewesen, Sch... Demokratie aber auch.",NEGATIVE
46,1361987128951995904,jensspahn,CDU_CSU,@BMG_Bund @jensspahn Glauben Sie echt das sich die unter 65 jährigen mit der billigsten Plörre impfen lassen?  https://t.co/MCORpvbnV0 Wann machen Sie endlich Ihren verdammten Job? Ein Debakel nach dem Anderen! Sie werden durch ihr permanentes Versagen zum Teil des Problems!,NEGATIVE
47,1367725230052019968,dieLinke,LINKE,@TiloJung @dieLinke Ich bin gegen Kindesmissbrauch durch die Kirche und will diese beenden. Muss ich jeden Fall kennen?,NEGATIVE
48,1419608627313352960,fdp,FDP,"@fdp @c_lindner Alle sollen spekulieren? Das kann nur schief gehen 😉 wer hat sich das ausgedacht? Der Staat macht sonst alles, schreibt mir sogar vor, was ich im Gesicht tragen soll und jetzt eigenverantwortlich spekulieren mit der Absicherung? Was wenn's blöd läuft?",NEGATIVE
49,1427252850292363008,cem_oezdemir,GRUENE,@cem_oezdemir Selbst hiermit wird noch Wahlkampf gemacht. Schämen Sie sich. Und außerdem hat doch Rot/Grün 2001 die Bundeswehr nach Afghanistan geschickt.,NEGATIVE
50,1466447765999922944,PetrBystronAFD,AFD,@PetrBystronAfD Ja. Und dann? 😔,NEUTRAL
51,1436610906142686976,Markus_Soeder,CDU_CSU,@Markus_Soeder @CSU Das böse lebt weiter!! Satanisten Bande,NEGATIVE
52,1428365669280583936,spdde,SPD,"@manu_berlin @Engel_Re @spdberlin @FranziskaGiffey Schämt Euch mit dieser Täuscherin und Lügnerin Wahlkampf zu machen! @spdde, für den Erfolg seine Seele zu verkaufen (u.a. den Respekt für ehrliche Arbeit), kann nicht der Weg sein. Bitte bringt @spdberlin von diesem Irrweg ab!",NEGATIVE
53,1462476224895323904,GrueneBundestag,GRUENE,"#FDP_Gesundheitsminister Egal,ob das jetzt ein Versuchsballon ist, was  WählerInnen zumutbar wäre.Der Neoliberalismus wird @spdbt/ @GrueneBundestag nach Kräften vor sich hertreiben. Eine bewegliche außerparlamentarische demokratische Bewegung muss sich formieren und mitregieren!",NEUTRAL
54,1394265822781186048,Tino_Chrupalla,AFD,"@FabianBlondel @AfD_Muenster @Alice_Weidel @AfDimBundestag @AfD @Tino_Chrupalla @DanielHaseloff @StBrandner @AfD_Thueringen @AfDBrandenburg @AfD_LSA @Mary_Khan94 @S_Muenzenmaier @rebew_lexa @germanniag @h_weyel 😳Den Tweet an einem Freitag, man hätte wenigstens das Wochenende zur Erholung.",NEUTRAL
55,1468557610278392064,DoroBaer,CDU_CSU,Was macht eigentlich jetzt @DoroBaer? Im Bundestag sitzen und auf besch... Digitalisierung schimpfen? Sie sitzt ja jetzt wieder auf der anderen Seite. Da ist man grundsätzlich immer gegen alles...,NEGATIVE
56,1409556936626949888,Karl_Lauterbach,SPD,"@Frank41856301 @____Jeannette @Karl_Lauterbach haben, definitiv eine sehr schlechte bis gar keine Immunantwort entwickelt haben. Warum soll dann die 3. Impfung wirken? Gründe können auch Immunsuppressiva etc. sein. Klar kann man testen, in der Masse wieder kompliziert...",NEUTRAL
57,1426276206891225088,Karl_Lauterbach,SPD,"@KoheletDP @Gitte05884096 @Karl_Lauterbach Doch, die Wahl hat man. Das bedeutet nicht, dass einem die Alternativen besser gefallen müssen.",NEGATIVE
58,1350229543177608960,PaulZiemiak,CDU_CSU,"@PaulZiemiak Ich hoffe, die Verhandlungen werden nicht so „knallhart“ geführt wie damals bei der Mehrwertsteuererhöhung, der größten Steuererhöhung seit 1949‼️ Da war die Union auch ein totaler Gegner jeglicher Erhöhung. Deswegen: Merz‼️",NEGATIVE
59,1411065511853560064,KonstantinNotz,GRUENE,@LukTBrand @KonstantinNotz Muss den Anfang glaub ich nochmal schauen. Hab über bestimmt 1 Jahr immer nur mal wieder eine Folge geschaut,NEUTRAL
60,1436245502446776064,Karl_Lauterbach,SPD,"@Karl_Lauterbach @TheLancet Wenn es ein wenig kälter wird, haben wir hier täglich viele kleine Waldbrände! Privater ""gemütlicher"" Holzofenwaldbrand, wird doch sogar gefördert, also was soll die Aufregung?",NEUTRAL
61,1360153545828404992,c_lindner,FDP,"@c_lindner Lindner: über Öffnung nachdenken. Miosga: aber die Mutanten.. gefährlich, Wissenschaftler bezeugen das. meine Frage: wo ist die Evidenz? Miosga: wo hat die FDP Fehler gemacht?  Meine Frage: schon mal die Regierung gefragt?",NEGATIVE
62,1364261703039475968,Karl_Lauterbach,SPD,"""Wenn eine bestimmte Komplexität erreicht ist, dann steigt das Potenzial zur Zerstörung sehr viel schneller als das Potenzial der Erneuerung. Ich fürchte, dass Fermi recht haben könnte""   Fermi-Paradoxon  siehe Interview @Karl_Lauterbach  @HoheLuftMagazin   https://t.co/l2DizNIDVn",NEGATIVE
63,1409502997311279104,spdde,SPD,"@jxn_cry @bayernrocker @grassdackel32 @lotter_philipp @spdde @hhoeppe @danielreitzig Mein Jung, Frage. Was denkst du, warum haben wir (von 14% ausgehend) 20% verloren?",NEGATIVE
64,1429111563596730112,KuehniKev,SPD,@KathaZachi @gwalthi @KuehniKev Scheinbar hat er und sein Kumpane Oberblender Lindner mit seiner Taschen voll Partei ein As im Ärmel. Die Wahl ist entschieden ich werde Finanzminister.Weg damit in 36 Tagen ist die Union FDP  Geschichte.Raffkes aus dem Bundestag.,NEGATIVE
65,1348643235468632064,spdbt,SPD,@FJKauder @CanselK @spdbt @spdde @hubertus_heil @dgb_news Da würde mich aktuell die Meinung von Heike Baehrens etwas mehr interessieren. #justsaying  https://t.co/I8gz7LwmTJ,NEUTRAL
66,1409493564971793920,spdde,SPD,"@spdde @OlafScholz @BILD Ich nehme an, das passt zum Interview:  https://t.co/FGwqr5ZV3Z",NEUTRAL
67,1410164306914725888,BriHasselmann,GRUENE,@Olire4 @DerFuch03279694 @BriHasselmann Und das stimmt eben nicht!  Typisches Strohmann Argument also.  Sie fallen auf die schöne neue Welt der schnellen Kommunikation in Bildern herein.  Dabei ist die implizierende Manipulation der Fakten noch gar nicht berücksichtigt.  Beispiel: Rotfärbung der Wetterkarte.,NEGATIVE
68,1373625065380663040,Karl_Lauterbach,SPD,"@DrPuerner @Karl_Lauterbach Karl Lauterbach hat Recht, fertig!",NEUTRAL
69,1439677479120261120,spdde,SPD,"Laschet macht #Wahlkampf für #RotRotGrün: Stimmt wohl, die Schnittmengen bei sozialen Themen, Steuerpolitik und Klimaschutz sind riesig. Ist übrigens nix, wofür man sich schämen muss, liebe @spdde und @Die_Gruenen ;-) #WeilAlleZählen #ZusammenVerändern #Triell #TVTriell",NEUTRAL
70,1352298725289452032,Karl_Lauterbach,SPD,"@MauliBewohner @Karl_Lauterbach @ArminLaschet @JoachimStamp @KalleLaumann @PeterBiesenbach Echt PEINLICH..und Aktivisten halten sich daran, haben sogar von Massenprotesten abgeraten..wegen Corona...und Security und Polizei sind die Querulanten...oder gar Querdenker?🌳",NEGATIVE
71,1352227124128656896,Karl_Lauterbach,SPD,"@Karl_Lauterbach @florianklenk @feldman_gil Jetzt bleibt nur zu hoffen, dass die Impfung auch nach der zweiten dosis gut wirkt. In 2 wohnen sollten wir schlauer sein",NEUTRAL
72,1409599973142979072,spdde,SPD,"@GustavAHorn @HolgerMannLE @spdde @CDU @nurdiespd @NowaboFM @W_Schmidt_ @hmeyer78 @MartinGreive @mischrodi @CanselK Wäre nicht solidarisch, würden auch diejenigen mit ihren RV-Beitrag am gesamtwirtschaftlichen Erfolg partiziperen, die auf Grund eines geringen Einkommens über den RV-Beitrag hinaus kein Geld mtl. übrig haben, um zusätzlich privat vorzusorgen?",NEUTRAL
73,1458687052262907904,Karl_Lauterbach,SPD,@Karl_Lauterbach Dann erklären Sie mal wie man die spanische Grippe vor hundert Jahren in den Griff bekommen konnte…   https://t.co/aeQYCOmCXO,NEUTRAL
74,1471056747582438912,rbrinkhaus,CDU_CSU,... @rbrinkhaus jetzt also bei der @CSU,NEUTRAL
75,1377867792834235904,jensspahn,CDU_CSU,"@le_matsch @Muriel_Muraene @Karl_Lauterbach @jensspahn Der Jens kann vielleicht den Geschäftsbericht der örtlichen Sparkasse lesen und verstehen,  aber ganz sicher nicht medizinische Fachliteratur. Falscher Mann am falschen Platz. #spahnruecktritt",NEGATIVE
76,1467086300029366016,OlafScholz,SPD,"@Ankelotte2018 @leonie_stella9 @TFruehmark @OlafScholz @Karl_Lauterbach Ich finde, eine paritätische Besetzung des Kabinetts #Scholz relevant &amp; ich sch*** da nicht drauf. Doch der #FDP zu gestatten 3 Männer &amp; nur 1 Frau zu benennen &amp; dafür #Lauterbach zu opfern, ist wirklich bizarr! #SPD #kabinettsliste #wirwollenKarl #wirbrauchenKarl",NEGATIVE
77,1471796472354119936,b_riexinger,LINKE,@b_riexinger Es Berndche will die wütenden Massen der verelendeten Lohnabhängigen anführen. Dafür hat die Mammy ihm extra ein gut gestärktes Unterhemdchen angezogen. Dann kann es richtig Dampf machen.,NEGATIVE
78,1428066309741350912,Die_Gruenen,GRUENE,"@Doener @Die_Gruenen Mit Verlaub, aber die wenigsten machen Briefwahl aus Bequemlichkeit. Die große Mehrheit sind immer noch ältere &amp; weniger mobile Menschen.",NEUTRAL
79,1420663886659849984,jensspahn,CDU_CSU,@Steffen32801885 @bond667 @jensspahn stimmt. nehm ich daher jeden Tag. zusätzlich,NEUTRAL
80,1448986928930512896,fdp,FDP,"@phoenix_de @FAZ_NET @fazbub @fdp @Die_Gruenen @spdde @fiedelseb Niemand wird gezwungen, illegale Drogen zu konsumieren. Daraus ergibt sich auch kein politischer Handlungsbedarf, den Konsum von illegalen Drogen zu legalisieren, damit Drogensüchtige ""reine Drogen"" legal konsumieren können. Wer heute die Legalisierung von Cannabis fordert, ⬇️",NEUTRAL
81,1361771926616748032,Karl_Lauterbach,SPD,@panemetc62 @Jakob00289791 @ZDFheute @Karl_Lauterbach @Ricarda_Lang Meinst du mit „ganz viele“ die Speerspitze deutscher Universalgelehrter aka. Querdenker?,NEUTRAL
82,1385907385840120064,ArminLaschet,CDU_CSU,"@FischwaffeI @Hagen @woelpke @technikjuli @ArminLaschet Der Akku beim Nexo ist mit 1,56 kEh in der Tat nur ein Pufferspeicher, die FC braucht tatsächlich Platz, in etwa wie ein Verbrenner (also kein Froot/Frunk), aber der Antrieb selbst ist ebenso E-Motor wie bei Akku-EV und nicht größer. Bitte Fakten recherchieren.",NEUTRAL
83,1419872402566222080,spdde,SPD,"@ralphkamphoner @KuehniKev @spdde Moment, ich lasch das mal...",NEUTRAL
84,1432301162208932096,CDU,CDU_CSU,@Bethang_KN @GeorgDiez1 @ArminLaschet @CDU @welt Dann ist der Beitrag entweder redundant oder schlecht plaziert. Die Kritik von Georg ging ja nicht gegen die Welt sondern zielte nur auf miserable politische Kommunikation von Laschet.,NEGATIVE
85,1355528516872385024,fdp,FDP,"@TimoBzk @er_folk @cem_oezdemir @CSU @fdp Wasserstoff, die Infrastruktur und die Autos werden doch auch subventioniert. Es will nur niemand grauen Wasserstoff für 9,50€/kg tanken. Oder 77.000€ für einen Hyundai Nexo ausgeben, wenn es jetzt VW ID.4 oder bald auch das Model Y gibt.",NEUTRAL
86,1432063110022668032,_FriedrichMerz,CDU_CSU,"@_FriedrichMerz @ArminLaschet Ahh, ja, Sie schauen aber nicht zufällig das gleiche #Triell wie ich, oder? - Laschet ist nichts anderes als eine Luftpumpe, niemand weiß dies besser als Sie selbst, denn eigentlich wären Sie gerne an seiner Stelle! Zum Glück wird Laschet nicht Kanzler und Sie verschwinden wieder",NEGATIVE
87,1354021827832638976,DoroBaer,CDU_CSU,@DoroBaer @HBraun @joinClubhouse Einladung kommt per Fax,NEUTRAL
88,1373554396034966016,Karl_Lauterbach,SPD,"@kiblet_ @DrPuerner @Karl_Lauterbach Gedankenanstoß: Vielleicht sollte man die gesetzlichen Krankenkassen tatsächlich abschaffen und die Kassenärztlichen Vereinigungen gleich mit? Die wirtschaften alle, im Gegensatz zu den Privaten, ineffizient und intransparent und bilden keine Altersrückstellungen.",NEGATIVE
89,1365276595733357056,Joerg_Meuthen,AFD,"@Speedy41346496 @UweR53682515 @Lebenslustlerin @Joerg_Meuthen Egal wie tief man die Messlatte für den menschlichen Verstand ansetzt, jeden Tag kommen Menschen wie sie und marschieren unten durch.",NEGATIVE
90,1365004685346803968,Die_Gruenen,GRUENE,"@reini23788 @Insomnia0_o @Florian66605723 @Die_Gruenen Mit dieser perversen Ansicht ist nicht von Einzelfällen zu reden, die gesamte Partei hat diese Forderungen unterstützt und beantragt. Vom Umweltschutz kann bei dieser Partei auch keine Rede sein z.B. Windkraft und Vogelsterben ectpp.",NEGATIVE
91,1446843421604339968,Karl_Lauterbach,SPD,"@marcfriedrich7 @Karl_Lauterbach @jensspahn @c_drosten @BrinkmannLab Bescheuerter Tweet. Völlig aus dem Zusammenhang gerissen. Ständig von Zusammenhalt etc reden, aber mit solchen Tweets trägt man selbst zur Spaltung bei!",NEGATIVE
92,1407955939467173888,dieLinke,LINKE,3nach9: @SWagenknecht  über neue linke Politik.  Das Problem: die Politikvorstellung von Frau Wagenknecht ist nicht die Politik der @dieLinke. Der Linken geht es derzeit wie der Rechten in D. Beide Seiten sind derzeit für Demokraten kaum wählbar.   https://t.co/l9mjt2UWyy,NEUTRAL
93,1437049644345925888,jensspahn,CDU_CSU,@jensspahn  und @BMG_Bund  mit derBitte um Stellungnahme warum bei einer solchen Sachlage geimpfte bei uns weiterhin ungetestet bleiben sollen,NEUTRAL
94,1366663656973491968,cducsubt,CDU_CSU,@Dianaownz100 @DanielB2919 @Thomas_Bareiss @CDU @cducsubt @CDU_BW @PresseAugsburg Vergleich einfach immer Deutsch.  Alles andere ist Quatsch.,NEGATIVE
95,1401082289224835072,Joerg_Meuthen,AFD,"@Tobiter2 @Joerg_Meuthen Das ist einfach falsch, es würde in „… jeder Rede …“ vorkommen.  Ich kenne die Reden von Herrn Meuthen im EU-Parlament.",NEGATIVE
96,1442157795659354112,KuehniKev,SPD,@KuehniKev Es reicht aber leider nicht....,NEGATIVE
97,1393845570037554944,Markus_Soeder,CDU_CSU,"@Causeyoureakek @SimonGortz @Markus_Soeder Oh bitte 🤦🏻‍♀️ sorry, wer sowas mittlerweile echt noch glaubt, dem ist einfach nicht mehr zu helfen  Tun Sie sich den Gefallen, und informieren sie sich mal, über die üblichen deutschen Medien hinaus, über dieses Thema.",NEGATIVE
98,1389900236206711040,spdde,SPD,@spdde Da geht noch was!  https://t.co/214RM0Z2rk,NEUTRAL
99,1382656297070386944,Karl_Lauterbach,SPD,"@17FK0 @MarionaMarione @Karl_Lauterbach Ja, aber man muss bei einzelnen Maßnahmen viel mehr Schaden/Nutzen Abwägung machen, wenn man entsprechende Bereiche für so einen langen Zeitraum schließt. Könnte man nicht z.B. Sportschwimmbäder z.T. öffnen? Oder draußen Sport mit mehreren zulassen?",NEUTRAL
100,1443988844500733952,CDU,CDU_CSU,@ArminLaschet Laschet ist als CDU-Parteivorsitzender peinlich. Ein neuer Parteivorsitzender der CDU muss gewählt werden. Laschet soll sofort zurücktreten!  @CDU @CDUNRW_de @csu_lt @ArminLaschet @CSU @csu_bt @CDUNRW_de @CDU_CSU_EP @Wirtschaftsrat @CDU_BW @cdu_hessen @cdurlp @welt @FAZ_Politik,NEGATIVE
101,1471852747356054016,_FriedrichMerz,CDU_CSU,@CDU @_FriedrichMerz Zurück in die Zukunft. Würde vielleicht als neues Motto passen.,NEUTRAL
102,1454886298683159040,spdde,SPD,Wieso darf Sophie eigentlich keinen Joint rauchen? (Gerne RT)  #MehrheitfuerLegalisierung  #Cannabislegalisierung   @spdde @spdbt @Die_Gruenen @GrueneBundestag @fdp @fdpbt,NEUTRAL
103,1369372325079113984,Die_Gruenen,GRUENE,"@faktinator @Die_Gruenen ""Oppositionspartei""? Das sind Merkelisten, Deutschlandhasser, der verlängerte Arm der militanten #Merkeljugend.  #Grüne #KGE",NEGATIVE
104,1405984064729977088,Karl_Lauterbach,SPD,@Lea_Chri @tomdabassman Kann mal jemand den @Karl_Lauterbach durch den Faktenprüfer jagen ? 😎,NEGATIVE
