,id,username,date,sentiment,tweet,link,source_account,source_party
1010,1363924463394373640,koch_ckoch966,2021-02-22 18:51:47,,"@AMachtnix @andikynast @ZDFheute @b_riexinger Die größte Revolution wäre es, wenn 75 nachdem Adolf ins Gras bzw. in den Teppich gebissen hat, der Rest der Drecksnazis seinem Beispiel folgen würden.",https://twitter.com/koch_ckoch966/status/1363924463394373640,b_riexinger,LINKE
1011,1417772375995822084,HendrikSchulte1,2021-07-21 10:04:10,,@TiloJung @andreasscheuer Es ist eher ein krasser Dilettantismus der das gesamte Verkehrsministerium durchdrungen hat.,https://twitter.com/HendrikSchulte1/status/1417772375995822084,andreasscheuer,CDU_CSU
1012,1450068348474175489,Stina2312,2021-10-18 12:56:49,,"@DerNiederbayer @werichhier @2Mamili @ZurekR @Markus_Soeder @MichaelPiazolo @KM_Bayern @klausholetschek @BR_Recherche @EKoetting @olafstampf Es dürfte dabei eine gewisse Unschärfe vorhanden sein, denn das RfG meldet ebenfalls dass die Schulen die Kontaktlisten nicht schicken würden und keine Ressourcen vorhanden, um dem telefonisch nachzugehen. Ich würde es die Spitze des Eisbergs nennen",https://twitter.com/Stina2312/status/1450068348474175489,Markus_Soeder,CDU_CSU
1013,1442359795487551492,MonikaHerrmann1,2021-09-27 06:25:47,,@KathaSchulze Herzlichen Glückwunsch 👏,https://twitter.com/MonikaHerrmann1/status/1442359795487551492,KathaSchulze,GRUENE
1014,1363260530765549568,Tomsch24,2021-02-20 22:53:33,,"@HeikoMaas Ich frage mich, warum dann Millionen in unser Land wollen, wenn bei uns angeblich alles so rassistisch ist?",https://twitter.com/Tomsch24/status/1363260530765549568,HeikoMaas,SPD
1015,1447591513022738432,StevenW33d,2021-10-11 16:54:46,,"Legalisiert Marihuana jetzt!   @OlafScholz, @Larsklingbeil, @EskenSaskia, @KuehniKev, @c_lindner, @ABaerbock, @Wissing  Kopieren, Einfügen, Neuen Tweet schreiben! Unsere Forderung nach #Legalisierung soll auch gehört werden!",https://twitter.com/StevenW33d/status/1447591513022738432,OlafScholz,SPD
1016,1432578619176538113,DLFNachrichten,2021-08-31 06:38:53,,"Der Chef der @Linksfraktion, @DietmarBartsch, hat angesichts des angekündigten Streiks der #GDL bei der Deutschen Bahn ein Einschreiten von Kanzlerin Merkel gefordert. #Bahnstreik   https://t.co/5zS36YKxft",https://twitter.com/DLFNachrichten/status/1432578619176538113,DietmarBartsch,LINKE
1017,1349342015696351233,Kaspar0815,2021-01-13 13:06:20,,@LillyPolly4 @factswelcomed @rekusant @EichholtzAlex @Alice_Weidel @Th_Seitz_AfD Die Aussage ist Unsinn. Es handelt sich um zwei unterschiedliche Dinge und selbstverständlich kann auch ein in China hergestelltes Produkt entsprechend zertifiziert sein. Sind sie oft schon viele Jahre.,https://twitter.com/Kaspar0815/status/1349342015696351233,Alice_Weidel,AFD
1018,1425430534407217157,Swisslady10,2021-08-11 13:14:57,,"@robinalexander_ @welt @OlafScholz @OhmTatjana @robinalexander_  Es gibt in 🇩🇪 immer mehr Frust, weil d Medien/Mainstream immer noch nicht verstanden haben, d sie politisch Neutral u politisch Unabhängig werden müsst  @robinalexander_, man kann keine d Altparteien/PolitikerInnen wählen, weil ihr sie nicht auf Herz u Nieren",https://twitter.com/Swisslady10/status/1425430534407217157,OlafScholz,SPD
1019,1468530944349024259,AttilaIncognito,2021-12-08 10:40:35,,@StBrandner Hier eine Anleitung für deine Meinung  https://t.co/wizBfb0Vxi,https://twitter.com/AttilaIncognito/status/1468530944349024259,StBrandner,AFD
1020,1408144722149924869,jim_knopf46,2021-06-24 20:27:18,,@krustytheboss @jensspahn Verstehen sie nicht das bei der Osteopathie die Hauptsache das erspüren ist und dies durch Geräte bislang nicht bewiesen werden kann.Aber der Erfolg den ich täglich sehr überzeugt mich und meine Patienten.Was mich nervt sind die Vorurteile und Kollegen die keine 5Jahre Ausbildung,https://twitter.com/jim_knopf46/status/1408144722149924869,jensspahn,CDU_CSU
1021,1408148310997848069,Anwaltswahnsinn,2021-06-24 20:41:34,,"@jensspahn Hätten wir Februar 2021, dann wäre das eine wirklich gute Leistung. So ist das ein Zeichen des Fehlversagens. Tritt endlich zurück.",https://twitter.com/Anwaltswahnsinn/status/1408148310997848069,jensspahn,CDU_CSU
1022,1353825004610318336,ria_schroeder,2021-01-25 22:00:08,,@jannes_green @fdp Denkst du mehr Schulden und mehr Steuern bringen uns aus der Krise? Bei der Grünen Jugend hat man echt noch weniger Wirtschaftskompetenz als ich dachte.,https://twitter.com/ria_schroeder/status/1353825004610318336,fdp,FDP
1023,1471860878836482056,Manou77633472,2021-12-17 15:12:34,,@jensspahn @CDU @_FriedrichMerz @MarioCzaja Schon darüber informiert?   https://t.co/ZrzlVoDBhz,https://twitter.com/Manou77633472/status/1471860878836482056,jensspahn,CDU_CSU
1024,1466758725234999296,EdwinPalesch,2021-12-03 13:18:25,,@realTomBohn ....diese Sache mit @LindaTeuteberg hat seinbe ganze Anstandslosigkeit ans Licht befördert.... @c_lindner,https://twitter.com/EdwinPalesch/status/1466758725234999296,c_lindner,FDP
1025,1458348891246665742,BB12_DE,2021-11-10 08:20:45,,"@Torsten1020 @DunkelfluegelE @Markus_Soeder Passt auf die, die unbedingt Kinder impfen wollen.",https://twitter.com/BB12_DE/status/1458348891246665742,Markus_Soeder,CDU_CSU
1026,1437359039143366656,KostbarOL,2021-09-13 11:14:34,,"@JanP79 @LINKE_Klima @n_treu @dieLinke @Die_Gruenen Ernsthaft, warum?",https://twitter.com/KostbarOL/status/1437359039143366656,dieLinke,LINKE
1027,1396018976099086336,Gold_ist_Geld,2021-05-22 09:23:55,,@RusPerspective @n_roettgen Genossen Röttgen soll mit die „braunste“ Halskrause haben ! Sagen ganz böse Zungen 😉,https://twitter.com/Gold_ist_Geld/status/1396018976099086336,n_roettgen,CDU_CSU
1028,1400994841396457476,flothefresh,2021-06-05 02:56:14,,@GerdMll42564793 @Markus_Soeder Bestimmt,https://twitter.com/flothefresh/status/1400994841396457476,Markus_Soeder,CDU_CSU
1029,1361749141177704450,Petra_Grm,2021-02-16 18:47:49,,"@Seepferdchen8 @Karl_Lauterbach Astra steht von Beginn an unter schlechtem Stern. Schlechtere Wirksamkeit, bei Ü55 kaum Daten, zu viele unterschiedliche Daten über Wirksamkeit dazu schlecht kommuniziert, keine Wirksamkeit bei #B1351 und jetzt noch die hohen Nebenwirkungen.  Wie soll man da Astra vertrauen ?",https://twitter.com/Petra_Grm/status/1361749141177704450,Karl_Lauterbach,SPD
1030,1419649472804577281,drjbrust,2021-07-26 14:23:04,,"@CDU @FDP @beml  Bitte nochmal überlegen, ob ihr auf dem richtigen Weg seid.  ... und bitte endlich die Nitratgrenzwerte einhalten @JuliaKloeckner",https://twitter.com/drjbrust/status/1419649472804577281,fdp,FDP
1031,1373690653847257088,QuantenDani,2021-03-21 17:39:08,,@PukeRockt @TRDSRLZ @Karl_Lauterbach Ja bitte 😌  https://t.co/B11eMLvMDq,https://twitter.com/QuantenDani/status/1373690653847257088,Karl_Lauterbach,SPD
1032,1462476224895324166,cafeschmidt,2021-11-21 17:41:18,,"#FDP_Gesundheitsminister Egal,ob das jetzt ein Versuchsballon ist, was  WählerInnen zumutbar wäre.Der Neoliberalismus wird @spdbt/ @GrueneBundestag nach Kräften vor sich hertreiben. Eine bewegliche außerparlamentarische demokratische Bewegung muss sich formieren und mitregieren!",https://twitter.com/cafeschmidt/status/1462476224895324166,GrueneBundestag,GRUENE
1033,1432347221605879810,CastleBravoDE,2021-08-30 15:19:24,,@marcfriedrich7 @CDU @spdde @EskenSaskia @RegSprecher @diegruenen Weil da nix sitzt was Elite wäre.,https://twitter.com/CastleBravoDE/status/1432347221605879810,CDU,CDU_CSU
1034,1379805118166601733,OlympicMarcel38,2021-04-07 15:35:50,,"@DolikaJelinski @reallocolaca @uptodate09 @whitepillanon @MoNi_24680 @cem_oezdemir Schade, dass du dich so von der Gesellschaft entfernt hast. So ist das wenn man die Grundregeln wie Gleichheit nicht verstanden hat.",https://twitter.com/OlympicMarcel38/status/1379805118166601733,cem_oezdemir,GRUENE
1035,1433036250798346241,Andre47458053,2021-09-01 12:57:21,,@WDRaktuell @fdp Würde sowas eigentlich schon unter gefährliche oder fahrlässige Körperverletzung fallen? @Karl_Lauterbach @fdp_nrw  @spd_fraktion_nw @gruenenrw @DieLinkeNRW,https://twitter.com/Andre47458053/status/1433036250798346241,Karl_Lauterbach,SPD
1036,1361631644671741953,1Osceola,2021-02-16 11:00:56,,"@Ralf_Stegner @Karl_Lauterbach ""Völlige Verblendung Wie verblendet, muss man eigentlich sein, um all den hirnverbrannten Regime-bullshit zu glauben, der uns aufgetischt wird oder ihm sogar noch als Erfüllungsgehilfe oder Mitläufer zur Seite zur stehen, ihn zu decken, ihn zu stützen?""  https://t.co/Afk2nwX8U9",https://twitter.com/1Osceola/status/1361631644671741953,Karl_Lauterbach,SPD
1037,1464290515805945857,rangesch,2021-11-26 17:50:38,,"@PetiPower @1900HO @spdde @Die_Gruenen @fdp Noch ist amtierend verantwortlich: Merkel, Spahn.",https://twitter.com/rangesch/status/1464290515805945857,Die_Gruenen,GRUENE
1038,1464120094796095490,RAinDiercks,2021-11-26 06:33:27,,"Werte @die_gruenen, dass #Habeck sich gestern bei #Illner hinsetzte und das Nichthandeln der Politik mit der ""Trägheit des Menschen an sich"", also auch des Politikers, suchte zu begründen, spuckt der Bevölkerung ebenso ins Gesicht wie ""Wir hatten nicht die Informationen... 1/",https://twitter.com/RAinDiercks/status/1464120094796095490,Die_Gruenen,GRUENE
1039,1418233352419782659,KannMuss,2021-07-22 16:35:55,,"@b_riexinger Noch 'ne Linksextreme (lt. Verfassungsschutz) wäre Ihnen sicher lieber gewesen, Sch... Demokratie aber auch.",https://twitter.com/KannMuss/status/1418233352419782659,b_riexinger,LINKE
1040,1400784247451963399,ZDFWATCH,2021-06-04 12:59:24,,"@LondonSPD @OlafScholz @spdinternation Tja, auch die SPD hat Luxusexpats! Auf Kosten der Steuerzahler! Irre!",https://twitter.com/ZDFWATCH/status/1400784247451963399,OlafScholz,SPD
1041,1462006126422147074,Kessl4711,2021-11-20 10:33:17,,"@SWagenknecht Die Corona-Impfung leistet was alle anderen Impfungen auch leisten: Sie rettet Menschenleben. Ihr Geschwafel dagegen tut das exakte Gegenteil. Sie sind persönlich für viele Spepktiker und damit für viele, viele Tote verantwortlich.",https://twitter.com/Kessl4711/status/1462006126422147074,SWagenknecht,LINKE
1042,1442833685829521410,DO26298088,2021-09-28 13:48:51,,"@HBraun Bitte auch gleich mit dem Rauchen, Alkohol, Rasen, Fast Food und ungeschützten Geschlechtsverkehr aufhören.",https://twitter.com/DO26298088/status/1442833685829521410,HBraun,CDU_CSU
1043,1423650599778803714,josefheynckes,2021-08-06 15:22:07,,@Frei_Fink @___f___l___o___ @LindaTeuteberg @MAStrackZi @alenatrauschel frag das die damen. für mich ist das ein respektloses und unangemessenes verhalten.,https://twitter.com/josefheynckes/status/1423650599778803714,MaStrackZi,FDP
1044,1465324580910903309,moogoonoog,2021-11-29 14:19:39,,"@PeterFr89977258 Die gestrige Sendung war ein Bruch. Drei Politiker unterschiedlicher Parteien greifen offen die Moderatorin @annewill und Frau @MelAmann an, die die Sorgen der Bevölkerung und Wissenschaft darlegen. Derweil sonnt sich der geschäftsführende Gesundheitsminister @jensspahn in Reue.",https://twitter.com/moogoonoog/status/1465324580910903309,jensspahn,CDU_CSU
1045,1442519778283884544,nutzerprofil,2021-09-27 17:01:30,,"@Die_Gruenen @ABaerbock Insbesondere habt ihr den Auftrag erhalten, eine Koalition ohne die @CDU zu bilden. Und kaum war die Prognose raus, hingen sie an eurem Bein, um Beteiligung bettelnd. Die Wählerwanderung spricht Bände.",https://twitter.com/nutzerprofil/status/1442519778283884544,CDU,CDU_CSU
1046,1414257664721293317,ManniRebell,2021-07-11 17:17:57,,"@HupgensJo @dieLinke @berlindirekt @Janine_Wissler Rauch mal weniger, das geht böse aufs Hirn.  https://t.co/tknZkwlLEV",https://twitter.com/ManniRebell/status/1414257664721293317,dieLinke,LINKE
1047,1384283016399179777,wiese_r,2021-04-20 00:09:24,,@JoachimStamp @CarlGrouwet @ArminLaschet @fdp_nrw @CDUNRW_de In der Opposition. Mit 18% für @CDU stellen Sie keine Regierung.,https://twitter.com/wiese_r/status/1384283016399179777,fdp_nrw,FDP
1048,1458769740147605504,Peaches55771730,2021-11-11 12:13:03,,@Karl_Lauterbach @maischberger Ach mal was ganz neues 😂😂😂😂😂😂😂 Wer schaut sich bitte diesen instrumentalisierten Bullshit an? Ach stimmt die Impfjünger und geifern nach dem nächsten Booster Schuß🙃🙃 Puhhh...,https://twitter.com/Peaches55771730/status/1458769740147605504,Karl_Lauterbach,SPD
1049,1413583789628997634,kai_stetten,2021-07-09 20:40:13,,@Die_Gruenen @ABaerbock Werden wir nicht die Grünen sind unglaubwürdig und unwählbar ! Wer meint er können trotz Beweise die Leute weiter Verarschen wie mit dem Lebenslauf oder dem Plagiat Buch der soll sich im September nicht wundern wenn die Wähler diese Täuschung bestrafen!,https://twitter.com/kai_stetten/status/1413583789628997634,Die_Gruenen,GRUENE
1050,1412744289403158530,VicEchegoyen,2021-07-07 13:04:20,,"@EalaNicNaMara @Karl_Lauterbach Nicht doch; das Übergeilstneueste ist die sog. ""Andin-Variante"" aus Bolivien:  https://t.co/y0Y6oGeOsJ",https://twitter.com/VicEchegoyen/status/1412744289403158530,Karl_Lauterbach,SPD
1051,1455607863825547264,MedusaDieGorgo,2021-11-02 18:48:53,,@bmel @JuliaKloeckner Ist die Klöckner immer noch nicht bei Nestlé?,https://twitter.com/MedusaDieGorgo/status/1455607863825547264,JuliaKloeckner,CDU_CSU
1052,1426990359930867712,fpfka,2021-08-15 20:33:08,,@PaulZiemiak Vor einem halben Jahr wäre solches Gerede eher glaubwürdig gewesen. Denn da hätte man das wirklich noch organisieren können.,https://twitter.com/fpfka/status/1426990359930867712,PaulZiemiak,CDU_CSU
1053,1398656544183570432,AndreToepfer,2021-05-29 16:04:40,,@tkrooss @Heinz_Poetter @MiKellner Die Völkerrechtlerin zB. 😂,https://twitter.com/AndreToepfer/status/1398656544183570432,MiKellner,GRUENE
1054,1475230739725791243,PapaundEisbaer,2021-12-26 22:23:11,,@Weserlied @satisfymysoul93 @Holger_Lucius @cem_oezdemir Bekannte hat als Erzieherin ein Jahresbrutto von rund 50k€...,https://twitter.com/PapaundEisbaer/status/1475230739725791243,cem_oezdemir,GRUENE
1055,1380099428153954312,ChrisRingele,2021-04-08 11:05:19,,"@MarioWettlaufer @Markus_Soeder Weil die Kinder nicht gefährdet, noch einf Gefahr für andere sind:",https://twitter.com/ChrisRingele/status/1380099428153954312,Markus_Soeder,CDU_CSU
1056,1463186502217777153,DerfelTheMighty,2021-11-23 16:43:41,,"@miramoto11 @CarstenBKK @KathaSchulze @Die_Gruenen @DJanecek Diese ""Quertreiber"" haben offensichtlich einen gefährlichen Einfluss auf die Politik.",https://twitter.com/DerfelTheMighty/status/1463186502217777153,Die_Gruenen,GRUENE
1057,1365974981063114753,bionLOBO,2021-02-28 10:39:48,,Servicetweet für @KM_BW | @KM_BW | @MSI_BW | #KMK | #MPK |  @Markus_Soeder | @RegHessen | @MPKretschmer | @ArminLaschet | @jensspahn | @MpStephanWeil | @PrienKarin | @cducsubt | @Karl_Lauterbach | @spdbt | @fdp | @Die_Gruenen | @HBraun | @rbrinkhaus | @DIEZEIT | @ntvde,https://twitter.com/bionLOBO/status/1365974981063114753,ArminLaschet,CDU_CSU
1058,1412739103947464704,HMeusburger,2021-07-07 12:43:44,,"@jens_140081 @punktpreradovic @tagesschau @Karl_Lauterbach Prima! Da gehören Menschen, die anstatt Mitmenschlichkeit nur mehr ihrer Virenfreiheit frönen, auch hin! Ernennen wir die Lauterbach-Anhänger doch gleich zur ""Kontrollgruppe"" und lassen wir sie in ihrer ""geschützten"" Isolation, während wir unser erfülltes Leben wieder aufnehmen!",https://twitter.com/HMeusburger/status/1412739103947464704,Karl_Lauterbach,SPD
1059,1471836181990158336,rob2802,2021-12-17 13:34:25,,Der neue #CDUVorsitz also @_FriedrichMerz - das ist jetzt schon mehr als 30 Minuten bekannt und @MickyBeisenherz bis dato noch ohne Statement. Bin enttäuscht. Filterkaffee schon alle heute? ;),https://twitter.com/rob2802/status/1471836181990158336,_FriedrichMerz,CDU_CSU
1060,1471980529239134208,kiananinchen,2021-12-17 23:08:00,,"Hat man @_FriedrichMerz eigentlich schon mal danach befragt, wie er es geschafft hat, die perfekte Karikatur von Mr. Burns zu werden?  https://t.co/EnKHl1rdUd",https://twitter.com/kiananinchen/status/1471980529239134208,_FriedrichMerz,CDU_CSU
1061,1352599611492458496,Gerd_Plorin,2021-01-22 12:50:52,,@MikeSchuster_ @CDU @ArminLaschet Dummheit und Stolz wachsen auf einem Holz.  Als wenn der Erschaffer diese klugen Feststellung die heutigen Deutschlandvernichtungspartei und deren Mitglieder gekannt hätte ...,https://twitter.com/Gerd_Plorin/status/1352599611492458496,ArminLaschet,CDU_CSU
1062,1403232133435506690,jn44014998,2021-06-11 07:06:26,,"@AntBerx @_MartinHagen @fdp @c_lindner der ist gut :) ""Dem Geld darf man nicht nachlaufen, man muss ihm entgegengehen."" #AristotelesOnassis",https://twitter.com/jn44014998/status/1403232133435506690,c_lindner,FDP
1063,1413572052104196098,DorferBies,2021-07-09 19:53:34,,@Manuel55433786 @plantsman420 @Die_Gruenen @ABaerbock @zeitonline Scheinst ja nen super motivierten Job zu abzuliefern wenn du in dem Bereich aus der Entwicklung kommst. Falscher Job?,https://twitter.com/DorferBies/status/1413572052104196098,Die_Gruenen,GRUENE
1064,1367809705729490945,selberdenker123,2021-03-05 12:10:21,,"Das EINZIGE was diese Frau* kann, ist es rechtmäßig gewählten Ministerpräsidenten aus Thüringen, den Blumenstrauß vor die Füße zu schmeißen 🤣🤣🤣😂😂 @dieLinke @fdp @SusanneHennig @AfD 💙 #Politikversagen @cducsubt  https://t.co/PfZj6mjLR2",https://twitter.com/selberdenker123/status/1367809705729490945,dieLinke,LINKE
1065,1371686456914247680,FBeye71,2021-03-16 04:55:10,,"@polenz_r @jensspahn Die Kritik ist, daß in vielen Punkten (auch weiterhin) die Empfehlungen der Wissenschaft standhaft ignoriert werden und in diesem Punkt sofort reagiert wird.  Das zu unterscheiden sind sie zwar durchaus in der Lage, doch ihr Parteibuch versperrt ihnen scheinbar die Sicht. Schade!",https://twitter.com/FBeye71/status/1371686456914247680,jensspahn,CDU_CSU
1066,1465573079325847557,EinsRakete,2021-11-30 06:47:05,,"@_FriedrichMerz Wichtigste Frage überhaupt!!!1!!1  Sterben grad noch Menschen? Haben Menschen gerade eventuell nichts zu Essen, auch in Deutschland?",https://twitter.com/EinsRakete/status/1465573079325847557,_FriedrichMerz,CDU_CSU
1067,1439544459587432451,Seedex5,2021-09-19 11:58:39,,@ElenaGeist @Luisamneubauer @spdde Äh...Ihnen ist aber schon bewusst das eine Verringerung der Co2 Emissionen das Klima nicht aktiv abkühlen soll oder?,https://twitter.com/Seedex5/status/1439544459587432451,spdde,SPD
1068,1462570881750900743,JosuaKylie,2021-11-21 23:57:26,,"@scionescio @platz13 @kathabeck @GoeringEckardt @ManuelaRottman @MariaKlSchmeink @GrueneBundestag In der Aufarbeitung wird man sich der Frage zuwenden müssen - wieviel Infektion ist überhaupt kontrollierbar. Aktuell uninteressant - 850, 640, 569, 390 sind es nicht..",https://twitter.com/JosuaKylie/status/1462570881750900743,GrueneBundestag,GRUENE
1069,1393845570037555200,jxliama,2021-05-16 09:27:34,,"@Causeyoureakek @SimonGortz @Markus_Soeder Oh bitte 🤦🏻‍♀️ sorry, wer sowas mittlerweile echt noch glaubt, dem ist einfach nicht mehr zu helfen  Tun Sie sich den Gefallen, und informieren sie sich mal, über die üblichen deutschen Medien hinaus, über dieses Thema.",https://twitter.com/jxliama/status/1393845570037555200,Markus_Soeder,CDU_CSU
1070,1451102549789003776,SchuCars,2021-10-21 09:26:22,,"@FabioDeMasi @c_lindner @fdpbt So sollte es eigentlich sein! Finde ich gut, dass Sie es öffentlich machen. Wichtig ist der gegenseitige Respekt dann kann man auch, jenseits vom Schubladendenken, etwas gemeinsam bewegen!",https://twitter.com/SchuCars/status/1451102549789003776,c_lindner,FDP
1071,1467039533627813891,swer_iner,2021-12-04 07:54:15,,@HenningT6 @MarioWettlaufer @OlafScholz Oder gestrichelt (in Erinnerung an einen BK Schröder).,https://twitter.com/swer_iner/status/1467039533627813891,OlafScholz,SPD
1072,1377551283821875207,J_VSW,2021-04-01 10:19:54,,@denis_waldaestl @alexander_jorde @spdde @OlafScholz @spdbt Wenns wichtig genug ist sagt man halt Schluss mit regieren. Braucht halt Rückgrat.,https://twitter.com/J_VSW/status/1377551283821875207,spdbt,SPD
1073,1432323342053281792,dannydoomsday,2021-08-30 13:44:30,,"@CDU @ThomasHeilmann Dummheit. Schiere Dummheit. Wenn wir weiter wachsen und Wohlstand nicht sinnnvoll reduzieren, was ändert sich dann überhaupt?",https://twitter.com/dannydoomsday/status/1432323342053281792,CDU,CDU_CSU
1074,1457115408465633280,Klima_Mahner,2021-11-06 22:39:19,,@JVos63 @FeynmansMethod @SimeonPreuss @S4F_AT @s04paps @fwieschollek @energy_charts_d @energy_charts @MoormannRainer @OliverHaas19 @c_lindner 1 min zu langsam.... du warst schneller 😉,https://twitter.com/Klima_Mahner/status/1457115408465633280,c_lindner,FDP
1075,1366019281209671682,Klabauterbach9,2021-02-28 13:35:50,,@maklerpals @123buzios @Ralf_Stegner @dieLinke @Janine_Wissler @SusanneHennig @CDU Da sympathisiert mal wieder ein echter Faschist mit Massenmördern. #niewiederSozialismus  https://t.co/QqLVpsDOuq,https://twitter.com/Klabauterbach9/status/1366019281209671682,SusanneHennig,LINKE
1076,1373732340162306052,Anna30221727,2021-03-21 20:24:47,,"@TLessmann @dr_heartbreaker @jensspahn Reicht nicht auch erstmal Labor? Ich habe von einem Hit-Schnelltest gelesen und das Labor sollte ja auch feststellen können, ob ein Mangel an Blutplättchen besteht. Wenn nicht, kann eine Bildgebung dann nicht zu dem Zeitpunkt folgen, an dem sie sonst auch stattfinden würde?",https://twitter.com/Anna30221727/status/1373732340162306052,jensspahn,CDU_CSU
1077,1405906728709931010,jnshit,2021-06-18 16:14:19,,"@FabianBeine @Rezo @PaulZiemiak @ArminLaschet @CDU Frag mich echt was sie dir ins essen getan haben, dass du diesem Verein freiwillig folgst. WAS TUN DIE FÜR DICH?! Oder erhoffst du nur im großen Korruptionsgame mitspielen zu dürfen? 👀",https://twitter.com/jnshit/status/1405906728709931010,CDU,CDU_CSU
1078,1363351792814338050,___DoNkO___,2021-02-21 04:56:11,,"@StBrandner Corona ist euer Lieblingsthema, mit Flüchtlingen klappt es wohl nicht mehr bei eurer dummen Wählerschaft?!?",https://twitter.com/___DoNkO___/status/1363351792814338050,StBrandner,AFD
1079,1373749453581082627,sashliq,2021-03-21 21:32:47,,@Rene84935027 @Alice_Weidel @OPiechotzke @jensspahn ihr seid so seltsam gestört ihr typen,https://twitter.com/sashliq/status/1373749453581082627,jensspahn,CDU_CSU
1080,1468287711974989829,gewaltigBahn,2021-12-07 18:34:04,,"@CoviTony @MarcoBuschmann @fdpbt @johannesvogel @Alice_Weidel Ja, ihre Rede ist wirklich nur zum Lachen. Was die afd zu coronary und zu dem Klimawandel sagt, ist nxiht zum lachen sondern beängstigend. FDP hat ihre Meinung geändert, ja, wie jeder, da der Virus und die Pandemie neu ist und man eben mal auch aus seinem Horizont schauen muss",https://twitter.com/gewaltigBahn/status/1468287711974989829,johannesvogel,FDP
1081,1409123131583762441,HelgaJO1,2021-06-27 13:15:09,,"#afd  @AfDVerdachtfall  @OgRD_Buendnis   Leute, ich habe @Alice_Weidel, mit meinen Kommentaren, in ihr Rechtes Herz getroffen. Sie hat mich blockiert.  https://t.co/8NDE1cwNHl",https://twitter.com/HelgaJO1/status/1409123131583762441,Alice_Weidel,AFD
1082,1472891287581962245,Tom09303170,2021-12-20 11:27:02,,@CSU @Markus_Soeder @MarkusBlume Buntland und sein Dachschaden.. 🤡🤡🤡 #Omikron  https://t.co/JkqUiwaXUl,https://twitter.com/Tom09303170/status/1472891287581962245,Markus_Soeder,CDU_CSU
